representation,u_minus_i_l2,u_minus_i_fro,max_bond,bond_dims,max_coeff,frobenius_norm,near_zero_branch_count,mpo_vs_identity_fro,notes,section,chi_max,input_max_bond,input_norm,copy_infidelity,canonical_infidelity,copy_max_bond,canonical_max_bond,identical_across_methods,method,x_fraction,theta,input_output_infidelity,exact_infidelity,phase_aligned_distance,norm_before,norm_after,norm_change,output_max_bond,peak_bond,bond_profile,discarded_weight,compression_residual,variational_objective_initial,variational_objective_final,variational_converged,variational_sweeps,variational_worse_than_input,unchanged_input_baseline_infidelity,pass_check,failure_message
dense_gate_matrix,0.0,0.0,1,[1],1.0,2.0,0,,4×4 dense gate matrix at θ=0 via normal benchmark construction,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dense_make_gate,0.0,0.0,1,[1],1.0,2.0,0,,4×4 dense gate matrix at θ=0 via normal benchmark construction,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpo_from_gate_theta0,0.0,0.0,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.4142135623730951,17.142135623730955,0,0.0,MPO.from_gate(RZZ(0)); tensor Frobenius diff vs I_MPO=4.182e+00; operator-action infidelity=0.000e+00; bond>1 on support is allowed if action matches identity,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpo_identity_reference,0.0,0.0,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,16.970562748477146,0,0.0,Minimal bond-dimension-one identity MPO reference,gate_construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-12,6.283185307179586e-12,0.0,0.0,3.1410925479736585e-12,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9739208818958328e-23,0.0,,,,,,0.0,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-12,6.283185307179586e-12,0.0,0.0,3.1410925479736585e-12,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",0.0,0.0,0.0,0.0,True,0,False,0.0,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,1e-10,6.283185307179587e-10,0.0,0.0,2.499292118657398e-10,0.9999999999999996,1.0000000000000224,2.2870594307278225e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9768916308013294e-19,,,,,,,0.0,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,1e-10,6.283185307179587e-10,0.0,0.0,3.1010001492387184e-10,0.9999999999999996,1.0000000000016038,1.6042722705833512e-12,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",5.767733655545683e-19,,,,,,,0.0,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-10,6.283185307179587e-10,0.0,0.0,3.141024724949389e-10,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9739208802180394e-19,0.0,,,,,,0.0,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-10,6.283185307179587e-10,0.0,0.0,3.141024724949389e-10,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",0.0,0.0,0.0,0.0,True,0,False,0.0,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,1e-08,6.283185307179586e-08,6.661338147750939e-16,8.881784197001252e-16,2.499291934183003e-08,0.9999999999999996,1.000000000000013,1.354472090042691e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.976891631691396e-15,,,,,,,6.661338147750939e-16,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,1e-08,6.283185307179586e-08,4.440892098500626e-16,1.1102230246251565e-15,3.1010015985162844e-08,0.9999999999999996,1.000000000160052,1.6005241576522167e-10,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",5.767733657073651e-15,,,,,,,6.661338147750939e-16,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-08,6.283185307179586e-08,0.0,9.992007221626409e-16,3.141024066010477e-08,0.9999999999999996,0.9999999999999984,1.1102230246251565e-15,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",1.9739208802178694e-15,0.0,,,,,,6.661338147750939e-16,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-08,6.283185307179586e-08,0.0,9.992007221626409e-16,3.141024066010477e-08,0.9999999999999996,0.9999999999999984,1.1102230246251565e-15,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",0.0,0.0,0.0,0.0,True,0,False,6.661338147750939e-16,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,1e-06,6.283185307179586e-06,3.6193270602780103e-12,6.247002914960831e-12,2.499292969116389e-06,0.9999999999999996,1.0000000000000295,2.9976021664879227e-14,8,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",2.970755539481589e-14,,,,,,,9.865663841424066e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,1e-06,6.283185307179586e-06,9.827361147074498e-12,2.919886554764162e-14,1.701192757467026e-07,0.9999999999999996,0.9999999984508836,1.5491159466307636e-09,16,16,"[1, 2, 4, 8, 14, 16, 15, 15, 12, 8, 4, 2, 1]",9.218118078485168e-14,,,,,,,9.865663841424066e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,1e-06,6.283185307179586e-06,9.865441796819141e-12,0.0,4.920458508725772e-15,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2.3695246157661654e-31,2.220446049250313e-16,,,,,,9.865663841424066e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,1e-06,6.283185307179586e-06,9.865441796819141e-12,0.0,4.920458508725772e-15,0.9999999999999996,0.9999999999999994,1.1102230246251565e-16,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",0.0,2.220446049250313e-16,0.0,0.0,True,0,True,9.865663841424066e-12,True,
,,,,,,,,,,continuity,16,8,,,,,,,hybrid_tdvp,0.0001,0.0006283185307179586,9.324297067792031e-08,5.094874744315803e-09,7.137839138156529e-05,0.9999999999999996,0.9999999999847309,1.5268675213064853e-11,11,11,"[1, 2, 4, 8, 10, 11, 11, 10, 9, 8, 4, 2, 1]",6.169160088600737e-11,,,,,,,9.866031791538887e-08,True,
,,,,,,,,,,continuity,16,8,,,,,,,tebd_swap,0.0001,0.0006283185307179586,9.866031747129966e-08,0.0,3.222523660086865e-15,0.9999999999999996,1.0000000000000009,1.3322676295501878e-15,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",1.610698746794469e-30,,,,,,,9.866031791538887e-08,True,
,,,,,,,,,,continuity,16,8,,,,,,,mpo_zipup,0.0001,0.0006283185307179586,9.866031747129966e-08,0.0,7.926296985068174e-15,0.9999999999999996,1.0000000000000033,3.774758283725532e-15,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",2.369295378725494e-31,0.0,,,,,,9.866031791538887e-08,True,
,,,,,,,,,,continuity,16,8,,,,,,,variational_mpo,0.0001,0.0006283185307179586,9.866031747129966e-08,0.0,7.926296985068174e-15,0.9999999999999996,1.0000000000000033,3.774758283725532e-15,16,16,"[1, 2, 4, 8, 16, 16, 16, 16, 16, 8, 4, 2, 1]",0.0,0.0,0.0,0.0,True,0,True,9.866031791538887e-08,True,
