#time	operator	index	value
0.4	X	19	-1.48416840219304e-11
0.4	Y	19	-1.47661488237903e-11
0.4	Z	19	-0.922725814044904
0.4	X	20	-4.66482749473685e-12
0.4	Y	20	3.93738651527523e-12
0.4	Z	20	-0.923105889057638
0.4	X	21	1.76614776486216e-12
0.4	Y	21	3.94185780192266e-12
0.4	Z	21	-0.92311611298323
0.4	X	22	1.23604067380158e-12
0.4	Y	22	-3.03279538337982e-12
0.4	Z	22	-0.923116273873253
0.4	X	23	-6.12567202552078e-13
0.4	Y	23	-1.86672155828269e-13
0.4	Z	23	-0.923116275196289
0.4	X	24	-1.66845232428434e-14
0.4	Y	24	4.87654743162329e-14
0.4	Z	24	-0.923116275205751
0.4	X	25	4.88438233343078e-16
0.4	Y	25	6.78853383281258e-16
0.4	Z	25	-0.923116275205731
0.4	X	26	-9.23590470947056e-22
0.4	Y	26	1.31677872055277e-21
0.4	Z	26	-0.923116275205731
0.4	X	27	2.96716365810861e-22
0.4	Y	27	4.68614158122614e-22
0.4	Z	27	-0.923116275205731
0.4	X	28	3.99164297931295e-25
0.4	Y	28	-8.63936970541898e-24
0.4	Z	28	-0.923116275205731
0.4	X	29	5.7008847377819e-27
0.4	Y	29	-2.19877603233727e-26
0.4	Z	29	-0.923116275205731
0.4	X	30	-4.51048575826657e-27
0.4	Y	30	-3.32031447796709e-26
0.4	Z	30	-0.923116275205731

0.5	X	1	2.71399303973758e-20
0.5	Y	1	7.98875398712047e-20
0.5	Z	1	0.904837418038437
0.5	X	2	2.70208432649075e-18
0.5	Y	2	-3.20562168865202e-19
0.5	Z	2	0.904837418038437
0.5	X	3	-3.68352673675742e-18
0.5	Y	3	-7.97548678801358e-17
0.5	Z	3	0.904837418038437
0.5	X	4	-1.54841093791751e-15
0.5	Y	4	1.96236601084351e-16
0.5	Z	4	0.904837418038437
0.5	X	5	3.62413569985464e-15
0.5	Y	5	2.23413039877285e-14
0.5	Z	5	0.904837418038437
0.5	X	6	5.02615479653762e-12
0.5	Y	6	-3.3202637030309e-12
0.5	Z	6	0.904837418038424
0.5	X	7	-1.86937135672218e-14
0.5	Y	7	-4.07483941714884e-13
0.5	Z	7	0.90483741803349
0.5	X	8	-3.30640537353714e-12
0.5	Y	8	-1.34711737447397e-12
0.5	Z	8	0.904837417491783
0.5	X	9	-5.85863142480373e-14
0.5	Y	9	-1.32812413115867e-12
0.5	Z	9	0.904837371488752
0.5	X	10	3.95009162511189e-12
0.5	Y	10	1.88865872591348e-12
0.5	Z	10	0.904835049407983
0.5	X	11	5.33365423697849e-12
0.5	Y	11	-3.14832053553325e-12
0.5	Z	11	0.90475502542275
0.5	X	12	-1.10361092243966e-11
0.5	Y	12	2.27360114428383e-11
0.5	Z	12	0.902925999787217
0.5	X	13	-8.56354259971678e-12
0.5	Y	13	1.29744609460444e-11
0.5	Z	13	0.877582280088543
0.5	X	14	-5.59917706782394e-12
0.5	Y	14	1.10800120928373e-11
0.5	Z	14	0.699695997287679
0.5	X	15	6.92904913745679e-12
0.5	Y	15	1.10332954686487e-11
0.5	Z	15	0.250717039659834
0.5	X	16	-7.53850451567118e-14
0.5	Y	16	1.22643531471965e-11
0.5	Z	16	-0.250716646116328
0.5	X	17	1.12202739058998e-11
0.5	Y	17	-7.92965995444527e-12
0.5	Z	17	-0.699695869603658
0.5	X	18	-8.45997789683637e-12
0.5	Y	18	-1.18225922860909e-11
0.5	Z	18	-0.877582337582741
0.5	X	19	-2.26316910112375e-12
0.5	Y	19	4.9749824609076e-13
0.5	Z	19	-0.902926388654175
0.5	X	20	-1.05532779213614e-11
0.5	Y	20	2.03443183969466e-12
0.5	Z	20	-0.904755092083563
0.5	X	21	-1.65724547235754e-11
0.5	Y	21	-1.54010623668528e-13
0.5	Z	21	-0.904835050292452
0.5	X	22	5.08885150138035e-12
0.5	Y	22	6.06137122000645e-12
0.5	Z	22	-0.9048373704071
0.5	X	23	8.13768287865231e-13
0.5	Y	23	-1.4381803767251e-12
0.5	Z	23	-0.904837417477638
0.5	X	24	-1.87040079679641e-13
0.5	Y	24	-7.12061826828474e-14
0.5	Z	24	-0.904837418035566
0.5	X	25	-6.34046012908935e-15
0.5	Y	25	1.53130837744397e-14
