case_id,family,n_qubits,depth_or_cycles,seed,angle_regime,chi_max,tdvp_variant,tebd_error,tdvp_error,tdvp_error_over_tebd_error,tdvp_infidelity_over_tebd_infidelity,tdvp_time_over_tebd_time,tdvp_peak_chi_over_tebd_peak_chi,outcome
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,24,unpadded,3.051102213142658e-10,0.0021288109617098316,6977186.645992894,2982907135.0152917,1.870362876677752,1.0,tebd_win
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,24,padded4,3.051102213142658e-10,0.001868124072377046,6122784.298507208,3660724141.69968,1.8684180965708186,1.0,tebd_win
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,32,unpadded,3.051102213142658e-10,0.0021288109617098316,6977186.645992894,2982907135.0152917,1.8630491222439731,1.0,tebd_win
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,32,padded4,3.051102213142658e-10,0.001868124072377046,6122784.298507208,3660724141.69968,1.915495138149414,1.0,tebd_win
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,48,unpadded,3.051102213142658e-10,0.0021288109617098316,6977186.645992894,2982907135.0152917,3.323801508097134,1.0,tebd_win
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,48,padded4,3.051102213142658e-10,0.001868124072377046,6122784.298507208,3660724141.69968,1.8782582164602026,1.0,tebd_win
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,64,unpadded,3.051102213142658e-10,0.0021288109617098316,6977186.645992894,2982907135.0152917,1.859011384617564,1.0,tebd_win
sparse_long_range_n8_d4_s2_medium,sparse_long_range,8,4,2,medium,64,padded4,3.051102213142658e-10,0.001868124072377046,6122784.298507208,3660724141.69968,1.8524898092684872,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,8,unpadded,0.011333745771150457,0.0006701876098236444,0.059132048958569106,0.07336148483893139,1.7915334972882337,1.0,tdvp_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,8,padded4,0.011333745771150457,0.0009418766919694802,0.08310374266264073,0.07126540167459484,1.7985584206691336,1.0,tdvp_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,16,unpadded,7.409527838722642e-08,0.0006267663638216984,8458.924474865717,44673798.05013057,2.5370952879227664,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,16,padded4,7.409527838722642e-08,0.0008046957465448064,10860.283732782776,54613836.17079,1.7580031393031526,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,24,unpadded,7.409527838722642e-08,0.0006267663638216984,8458.924474865717,44673798.05013057,1.7693717448366852,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,24,padded4,7.409527838722642e-08,0.0008046957465448064,10860.283732782776,54613836.17079,1.7595252196348998,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,32,unpadded,7.409527838722642e-08,0.0006267663638216984,8458.924474865717,44673798.05013057,2.0559068733652714,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,32,padded4,7.409527838722642e-08,0.0008046957465448064,10860.283732782776,54613836.17079,1.7476247912084542,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,48,unpadded,7.409527838722642e-08,0.0006267663638216984,8458.924474865717,44673798.05013057,1.9372462989161467,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,48,padded4,7.409527838722642e-08,0.0008046957465448064,10860.283732782776,54613836.17079,1.7669531168781865,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,64,unpadded,7.409527838722642e-08,0.0006267663638216984,8458.924474865717,44673798.05013057,1.7516911398234267,1.0,tebd_win
sparse_long_range_n8_d8_s0_small,sparse_long_range,8,8,0,small,64,padded4,7.409527838722642e-08,0.0008046957465448064,10860.283732782776,54613836.17079,1.7607629942321343,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,8,unpadded,0.023569667380402406,0.003394578249066442,0.14402317157385724,0.08441757157053098,2.072201726811879,1.0,tdvp_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,8,padded4,0.023569667380402406,0.003394578249062292,0.14402317157368116,0.08441757157035619,3.033533947822012,1.0,tdvp_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,16,unpadded,5.35696669654921e-07,0.002849077865399148,5318.453570440217,108184393.04454124,2.010545034961054,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,16,padded4,5.35696669654921e-07,0.002849077865395635,5318.4535704336595,108184393.04470178,2.015381406808129,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,24,unpadded,5.35696669654921e-07,0.002849077865399148,5318.453570440217,108184393.04454124,2.0808323490919007,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,24,padded4,5.35696669654921e-07,0.002849077865395635,5318.4535704336595,108184393.04470178,2.015359674950652,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,32,unpadded,5.35696669654921e-07,0.002849077865399148,5318.453570440217,108184393.04454124,2.1424015744785434,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,32,padded4,5.35696669654921e-07,0.002849077865395635,5318.4535704336595,108184393.04470178,2.018573960365738,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,48,unpadded,5.35696669654921e-07,0.002849077865399148,5318.453570440217,108184393.04454124,2.0253874330060406,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,48,padded4,5.35696669654921e-07,0.002849077865395635,5318.4535704336595,108184393.04470178,2.036277368265138,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,64,unpadded,5.35696669654921e-07,0.002849077865399148,5318.453570440217,108184393.04454124,2.0043070541066346,1.0,tebd_win
sparse_long_range_n8_d8_s0_medium,sparse_long_range,8,8,0,medium,64,padded4,5.35696669654921e-07,0.002849077865395635,5318.4535704336595,108184393.04470178,2.008410244634214,1.0,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,8,unpadded,0.0009454711279508425,0.00040291112321691686,0.4261485214150984,1.4139608411478322,1.9829164408701632,1.0,tdvp_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,8,padded4,0.0009454711279508425,0.0004559188012394125,0.4822133513770469,1.4261485844605841,1.9319592030853057,1.0,tdvp_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,16,unpadded,1.2480963413533118e-07,0.00040036370762919,3207.7948982293733,34240405.2850455,2.0042522087696195,0.875,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,16,padded4,1.2480963413533118e-07,0.00038490316331275636,3083.9218941656823,33902546.13141499,1.9235537801569795,0.75,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,24,unpadded,1.2480963413533118e-07,0.00040036370762919,3207.7948982293733,34240405.2850455,1.946983702290983,0.875,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,24,padded4,1.2480963413533118e-07,0.00038490316331275636,3083.9218941656823,33902546.13141499,1.998967778420074,0.75,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,32,unpadded,1.2480963413533118e-07,0.00040036370762919,3207.7948982293733,34240405.2850455,1.9340696679289573,0.875,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,32,padded4,1.2480963413533118e-07,0.00038490316331275636,3083.9218941656823,33902546.13141499,1.8921267589007253,0.75,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,48,unpadded,1.2480963413533118e-07,0.00040036370762919,3207.7948982293733,34240405.2850455,1.9178771148551461,0.875,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,48,padded4,1.2480963413533118e-07,0.00038490316331275636,3083.9218941656823,33902546.13141499,1.8915506098978072,0.75,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,64,unpadded,1.2480963413533118e-07,0.00040036370762919,3207.7948982293733,34240405.2850455,1.9255292657144938,0.875,tebd_win
sparse_long_range_n8_d8_s1_small,sparse_long_range,8,8,1,small,64,padded4,1.2480963413533118e-07,0.00038490316331275636,3083.9218941656823,33902546.13141499,1.906066090193193,0.75,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,8,unpadded,0.013554056065547715,0.003543066040961562,0.2614026402006319,0.4275366563007976,1.998296583497655,1.0,tdvp_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,8,padded4,0.013554056065547715,0.003543066040960579,0.2614026402005594,0.4275366563013059,2.0026196422031872,1.0,tdvp_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,16,unpadded,4.6146598139481926e-07,0.002821728690807501,6114.705752043936,85924497.60347289,2.0774264216871754,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,16,padded4,4.6146598139481926e-07,0.002821728690807254,6114.705752043401,85924497.60356219,2.0130768292581642,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,24,unpadded,4.6146598139481926e-07,0.002821728690807501,6114.705752043936,85924497.60347289,2.091153333176729,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,24,padded4,4.6146598139481926e-07,0.002821728690807254,6114.705752043401,85924497.60356219,2.939931308626027,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,32,unpadded,4.6146598139481926e-07,0.002821728690807501,6114.705752043936,85924497.60347289,2.020208843115538,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,32,padded4,4.6146598139481926e-07,0.002821728690807254,6114.705752043401,85924497.60356219,2.021370954848661,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,48,unpadded,4.6146598139481926e-07,0.002821728690807501,6114.705752043936,85924497.60347289,2.0792324298786684,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,48,padded4,4.6146598139481926e-07,0.002821728690807254,6114.705752043401,85924497.60356219,2.0865452729109237,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,64,unpadded,4.6146598139481926e-07,0.002821728690807501,6114.705752043936,85924497.60347289,2.7882654431369005,1.0,tebd_win
sparse_long_range_n8_d8_s1_medium,sparse_long_range,8,8,1,medium,64,padded4,4.6146598139481926e-07,0.002821728690807254,6114.705752043401,85924497.60356219,2.0848336805448775,1.0,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,8,unpadded,0.007432354860021615,0.0013351872230414662,0.1796452467875818,0.12899797655449785,1.7669531301722134,1.0,tdvp_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,8,padded4,0.007432354860021615,0.002275426367801043,0.306151470248075,0.16342257460581006,1.7183472732290952,1.0,tdvp_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,16,unpadded,1.3107438739409905e-07,0.001267973126271077,9673.691035142394,12985668.558102913,1.7445974530894106,0.9375,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,16,padded4,1.3107438739409905e-07,0.0013448989687753095,10260.577947479744,14852540.762290481,1.7143434433345082,1.0,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,24,unpadded,1.3107438739409905e-07,0.001267973126271077,9673.691035142394,12985668.558102913,1.746603299634802,0.9375,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,24,padded4,1.3107438739409905e-07,0.0013448989687753095,10260.577947479744,14852540.762290481,2.06839560566357,1.0,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,32,unpadded,1.3107438739409905e-07,0.001267973126271077,9673.691035142394,12985668.558102913,1.752761483287251,0.9375,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,32,padded4,1.3107438739409905e-07,0.0013448989687753095,10260.577947479744,14852540.762290481,1.715675846497872,1.0,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,48,unpadded,1.3107438739409905e-07,0.001267973126271077,9673.691035142394,12985668.558102913,1.7504292960162016,0.9375,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,48,padded4,1.3107438739409905e-07,0.0013448989687753095,10260.577947479744,14852540.762290481,2.174538232839486,1.0,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,64,unpadded,1.3107438739409905e-07,0.001267973126271077,9673.691035142394,12985668.558102913,1.6446205323370147,0.9375,tebd_win
sparse_long_range_n8_d8_s2_small,sparse_long_range,8,8,2,small,64,padded4,1.3107438739409905e-07,0.0013448989687753095,10260.577947479744,14852540.762290481,1.6840388304367215,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,8,unpadded,0.03368945172701462,0.006136711810269774,0.18215528884220214,0.18974085551454115,2.0807773749087954,1.0,tdvp_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,8,padded4,0.03368945172701462,0.006136711810303715,0.18215528884320964,0.18974085551499556,2.188498415299505,1.0,tdvp_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,16,unpadded,4.598685829077921e-07,0.002037828870524984,4431.328745355035,81399308.27903233,2.1005555489777814,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,16,padded4,4.598685829077921e-07,0.0020378288705246825,4431.328745354379,81399308.27908622,3.031937877877699,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,24,unpadded,4.598685829077921e-07,0.002037828870524984,4431.328745355035,81399308.27903233,2.9224335268435753,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,24,padded4,4.598685829077921e-07,0.0020378288705246825,4431.328745354379,81399308.27908622,2.1127140928601342,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,32,unpadded,4.598685829077921e-07,0.002037828870524984,4431.328745355035,81399308.27903233,2.107883266150855,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,32,padded4,4.598685829077921e-07,0.0020378288705246825,4431.328745354379,81399308.27908622,2.1195600686369405,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,48,unpadded,4.598685829077921e-07,0.002037828870524984,4431.328745355035,81399308.27903233,2.9700767856593444,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,48,padded4,4.598685829077921e-07,0.0020378288705246825,4431.328745354379,81399308.27908622,2.1162976909155815,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,64,unpadded,4.598685829077921e-07,0.002037828870524984,4431.328745355035,81399308.27903233,2.104172391730277,1.0,tebd_win
sparse_long_range_n8_d8_s2_medium,sparse_long_range,8,8,2,medium,64,padded4,4.598685829077921e-07,0.0020378288705246825,4431.328745354379,81399308.27908622,2.1184395001742033,1.0,tebd_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,8,unpadded,0.008954426126240533,0.00043862925318908174,0.04898463028286078,0.03835405533854772,1.666855897760041,1.0,tdvp_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,8,padded4,0.008954426126240533,0.00043572624862192117,0.04866043255916149,0.03825792274871227,2.1468210797869243,1.0,tdvp_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,16,unpadded,0.0023962986660655207,0.00031653924826455715,0.13209507343434884,0.25039190027866925,1.3836182545779594,0.875,tdvp_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,16,padded4,0.0023962986660655207,0.0003152823282554864,0.1315705478287262,0.2503482944584651,1.3759805285196833,0.75,tdvp_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,24,unpadded,0.0016474039081856454,0.00031653924826455715,0.19214428634758735,0.5466464613693374,1.2751067901468143,0.5833333333333334,tdvp_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,24,padded4,0.0016474039081856454,0.0003152823282554864,0.19138131619629334,0.5465512627335861,2.2037300239417923,0.5,tdvp_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,32,unpadded,0.0005625614998708258,0.00031653924826455715,0.562674922363582,1.8999500848554307,0.971176009516515,0.4375,similar
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,32,padded4,0.0005625614998708258,0.0003152823282554864,0.5604406421837983,1.8996192080111525,0.6957089902516131,0.375,similar
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,48,unpadded,1.3187557862585614e-05,0.00031653924826455715,24.00287085470236,1272.4614830753123,4.171492296131054,0.2916666666666667,tebd_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,48,padded4,1.3187557862585614e-05,0.0003152823282554864,23.907559803015012,1272.239883548387,0.73319293804442,0.25,tebd_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,64,unpadded,2.3879414318634374e-08,0.00031653924826455715,13255.7375168764,34159045.66558287,0.5438600872126224,0.2222222222222222,tebd_win
sparse_long_range_n12_d4_s0_small,sparse_long_range,12,4,0,small,64,padded4,2.3879414318634374e-08,0.0003152823282554864,13203.101384670681,34153096.85812552,0.5401295998037832,0.19047619047619047,tebd_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,8,unpadded,0.03804560796456003,0.0024980202216190604,0.06565857020726278,0.04443161397442484,2.0293219185878493,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,8,padded4,0.03804560796456003,0.002171154129239498,0.05706714244813634,0.032939156928869125,1.9188639921619246,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,16,unpadded,0.027214221690795206,0.0014816357050438551,0.05444343482896649,0.04756116524528639,7.2289283782398135,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,16,padded4,0.027214221690795206,0.001947224412742858,0.0715517215545237,0.041519961089611306,12.61582407821203,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,24,unpadded,0.004555080169169365,0.0018590557829813775,0.40812800520267967,0.3300455794905866,2.0771424391555455,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,24,padded4,0.004555080169169365,0.0014353756471035485,0.31511534238601435,0.30939589376056803,1.5549715334955956,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,32,unpadded,0.005670456717793135,0.0017697141027476252,0.3120937502608033,0.14212529975210605,0.7267811067460792,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,32,padded4,0.005670456717793135,0.001369786495325282,0.2415654617426274,0.14005005210513252,0.6166701426434266,1.0,tdvp_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,48,unpadded,0.00014635864690504922,0.0017688868731718021,12.085974491957245,20.35738051534048,1.1600832308593323,0.6875,tebd_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,48,padded4,0.00014635864690504922,0.001369786495325282,9.359108766658228,20.060163483032678,0.743153402940912,0.6666666666666666,tebd_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,64,unpadded,7.435562269282996e-08,0.0017688868731718021,23789.550932539954,53541817.58421701,0.513006625913525,0.5238095238095238,tebd_win
sparse_long_range_n12_d4_s0_medium,sparse_long_range,12,4,0,medium,64,padded4,7.435562269282996e-08,0.001369786495325282,18422.09702128376,52760108.949613705,0.4169815332653463,0.5079365079365079,tebd_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,8,unpadded,0.009945819567923413,0.0006211551968616815,0.062453897601861735,0.03136623581635224,1.8751201611108284,1.0,tdvp_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,8,padded4,0.009945819567923413,0.0006082721660178966,0.061158576411305,0.03878229204122677,1.8389754561023612,1.0,tdvp_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,16,unpadded,0.006763080964696582,0.0004224877890719736,0.062469722198709186,0.05306326891138822,1.6710121515285647,1.0,tdvp_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,16,padded4,0.006763080964696582,0.0003893173424594027,0.05756508675434274,0.059711816508303116,1.6214581202896863,1.0,tdvp_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,24,unpadded,0.0031086194980360867,0.0003219759540262926,0.10357522180817091,0.13901920119252112,1.5859828378180034,1.0,tdvp_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,24,padded4,0.0031086194980360867,0.0002511277093774753,0.08078431906385734,0.15489829054770146,2.3190458795944306,0.9166666666666666,tdvp_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,32,unpadded,3.497857658692644e-06,0.0003219752467869696,92.0492707834517,13888.47302744086,2.0449670065794137,0.84375,tebd_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,32,padded4,3.497857658692644e-06,0.0002511277093774753,71.79471947733188,15474.862497707349,1.3143188220782276,0.6875,tebd_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,48,unpadded,9.000184824650778e-08,0.0003219752467869696,3577.4292757311546,8003942.097058119,2.499989178787717,0.6136363636363636,tebd_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,48,padded4,9.000184824650778e-08,0.0002511277093774753,2790.250581184253,8918180.072558248,1.3203365630442991,0.5,tebd_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,64,unpadded,9.000184824650778e-08,0.0003219752467869696,3577.4292757311546,8003942.097058119,2.127042883114515,0.6136363636363636,tebd_win
sparse_long_range_n12_d4_s1_small,sparse_long_range,12,4,1,small,64,padded4,9.000184824650778e-08,0.0002511277093774753,2790.250581184253,8918180.072558248,1.329826303466228,0.5,tebd_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,8,unpadded,0.01760421111256709,0.0023407202165386803,0.13296365293345716,0.20927307380870488,2.675000463856939,1.0,tdvp_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,8,padded4,0.01760421111256709,0.0026318209869466993,0.14949951293573874,0.17936845331591997,1.9225582743951957,1.0,tdvp_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,16,unpadded,0.0017723882377943523,0.0019530089051897894,1.1019080715747755,1.849637134944009,1.8145466215267199,1.0,similar
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,16,padded4,0.0017723882377943523,0.0022263376196093145,1.2561229938988308,0.6649872638206982,1.6919544383625622,1.0,similar
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,24,unpadded,0.0006492914847851834,0.001863594480632267,2.8701970136707287,1.4714897781382665,5.95856519822575,1.0,tebd_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,24,padded4,0.0006492914847851834,0.0020551118381307324,3.1651606193644466,1.2307825675762496,7.7251231657535095,1.0,tebd_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,32,unpadded,0.0015154502398707092,0.001640843917434046,1.0827435136201071,2.9053963631089235,2.315084148956307,1.0,similar
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,32,padded4,0.0015154502398707092,0.0020545470928142063,1.3557337870687791,2.7795607930104174,1.0845491920082124,0.90625,similar
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,48,unpadded,7.912960275841628e-06,0.0016387713693304508,207.09965830785745,3651.0759969532483,1.1600594251123586,0.8541666666666666,tebd_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,48,padded4,7.912960275841628e-06,0.0020545470928142063,259.6432967175086,3493.07228211724,0.700606830503448,0.6041666666666666,tebd_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,64,unpadded,1.1887059365970426e-08,0.0016387713693304508,137861.79734424723,34398177.04513001,1.430873141184674,0.6949152542372882,tebd_win
sparse_long_range_n12_d4_s1_medium,sparse_long_range,12,4,1,medium,64,padded4,1.1887059365970426e-08,0.0020545470928142063,172838.96963582456,32909563.890746832,0.6473976684324818,0.4915254237288136,tebd_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,8,unpadded,0.01936156345994782,0.0006630540223870632,0.034245892577770685,0.028706256989988035,7.900104294212008,1.0,tdvp_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,8,padded4,0.01936156345994782,0.0006950262185262696,0.03589721563364608,0.029825271096154533,1.8530964398329013,1.0,tdvp_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,16,unpadded,0.0020771442406871403,0.0005354099965492336,0.2577625501694165,0.20601302847438466,1.558888424883887,1.0,tdvp_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,16,padded4,0.0020771442406871403,0.0005227525118522117,0.2516688545804984,0.205913270383335,1.6025323244272158,1.0,tdvp_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,24,unpadded,0.0005471574433924459,0.0005259171841672151,0.9611807177591546,4.630042542418818,2.3215090116420676,0.75,similar
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,24,padded4,0.0005471574433924459,0.0005227525118522117,0.9553968755520889,4.630878470131387,1.4656102618140099,0.6666666666666666,similar
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,32,unpadded,0.00015119976761308838,0.0005259171841672151,3.4782936010391716,38.881096998119574,2.144161441704522,0.5625,tebd_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,32,padded4,0.00015119976761308838,0.0005227525118522117,3.45736319641645,38.88811675791186,1.8073292286135627,0.5,tebd_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,48,unpadded,3.2110735806146425e-07,0.0005259171841672151,1637.8235221459718,17487.854711861502,0.6805736323115389,0.375,tebd_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,48,padded4,3.2110735806146425e-07,0.0005227525118522117,1627.9680260461357,17491.01204405729,0.6948831468815034,0.3333333333333333,tebd_win
sparse_long_range_n12_d4_s2_small,sparse_long_range,12,4,2,small,64,unpadded,8.164759311090955e-08,0.0005259171841672151,6441.306646392046,23945019.883334037,2.195359224492759,0.3050847457627119,tebd_win
