iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
41,0.222777122938626,0.2227771229386259,0.777222877061374,0.1,0.03676731658103292,2.44,1.0678944759267301e-05,1.0816750586522047e-03,7.0954903948655603e-04,2.8486390338791189e-04,1.2504746817791628e-03,6.5425113396212964e-01,9.9062384029035644e-01,7.5059011144790387e-05,8.1940092039206021e-07,6.1121565962555058e-01,3.5380585890593186e-01,2.0417249899082392e-04,9.9659925220924039e-03,3.2115267348348058e-04,1.2497904249960358e-01,7.0424363252965416e-02,3.0369648078889548e-05,6.1782150297673988e-01,1.8500082981796387e-01,1.6615887355345127e-05,4.6742541497022305e-05,2.6451467948779328e-01,1.1506191995441564e-04,8.2251866839732436e-05,1.2347513693049421e-04,3.6072568705746530e-02,2.4957494730571232e-02,2.4499247483430010e-05,2.6466142132453528e-04,9.9062384029035644e-01,1.8661364313150906e-04,6.2525368594196840e-01,6.5706097247764540e-03,3.6607940919607278e-02,6.7887592835785604e-02,4.8358917658699192e-04,9.8855636956041593e-01,2.0349930555617576e-03,1.5261974012004767e-01,7.0513794421097763e-04,6.9494244506466260e-03,2.9304300082853585e-04,1.7927263345472608e-01,9.9058599108141876e-01,9.9062289523933078e-01,9.9062384029035644e-01,2.7964922986377009e-04,9.9062384029035644e-01,1.3697798707326336e-03,1.6842984715107800e-01
42,0.23397591426333608,0.23397591426333578,0.7660240857366639,0.1,0.02725410600046322,2.1,9.9059282441492913e-01,2.2070909420230566e-04,9.9059282441492913e-01,3.4624877061266164e-04,4.4787477244817006e-02,1.0443903131141676e-01,1.7302189159673887e-07,3.1931482595344854e-05,5.1394214858758839e-05,2.0151559607635236e-01,1.1736183692227845e-04,2.5042211247290445e-05,3.3478946531712246e-02,2.2445608694285306e-05,9.9059282441492913e-01,9.9059282441492913e-01,9.9059282441492913e-01,5.5452541158606953e-04,1.1242751477265710e-01,4.7830097786867551e-06,1.9778235285492693e-01,4.3683004328554884e-05,2.9692669946086974e-04,2.0466891479591801e-01,3.8687677376924134e-02,9.8707878645990454e-01,4.1595604438651803e-05,6.3995950796413566e-05,7.5296938471540080e-03,1.1947277129159696e-01,2.1270474617001665e-04,7.1713941316953070e-04,4.2857069419668454e-04,9.9055333937128198e-01,3.7678099166036272e-04,9.9059282441492913e-01,3.6272739819246439e-03,8.2037524105256998e-01,6.0312474202469759e-05,2.6713809055347213e-07,9.9059178126454062e-01,3.9118858393756231e-04,1.3310762250851902e-02,4.8242388079817533e-03,3.7449187105456093e-06,3.8920239881700244e-05,6.8408699945121554e-01,5.3629419076465192e-05,1.9183397524631876e-01,6.2318146655396942e-05
43,0.2681909458685778,0.2681909458685775,0.7318090541314222,0.1,0.046442134080583904,2.08,1.6013570643772058e-02,4.2074060514226000e-03,1.8446791050185071e-01,1.7343851304054836e-01,4.5253913256539049e-06,2.8823046530410172e-04,1.3195904937206848e-02,9.9059934454250342e-01,1.6592590797320835e-02,9.9059934454250342e-01,3.7562514375014164e-02,6.9592459949194041e-01,1.4065482920833853e-03,4.2262435861102982e-01,1.9971869975171816e-01,6.2057046567123353e-01,1.2818979905390747e-03,4.3857489742812425e-07,3.5426094234470582e-03,1.3039752284094917e-05,9.9505316846913699e-03,9.9059934454250342e-01,1.0115143696296190e-06,4.9946793976659975e-03,9.9059934454250342e-01,9.9059934454250342e-01,9.9059934454250342e-01,2.3109604781278387e-04,4.9615651494333807e-01,1.0417330074569192e-01,2.6647710328586410e-01,9.9059934454250342e-01,9.3127058279677679e-05,4.5065566860284609e-02,3.9440014095761545e-06,3.5838277141328224e-04,1.2594699936269372e-04,2.2303691303546678e-05,9.9349439691726288e-04,6.8394550367175685e-06,4.6280324507300911e-05,2.2395780643421899e-03,9.9059934454250342e-01,7.9290411474726019e-01,1.9385058983696129e-03,5.1681571744732879e-01,4.6776272687532268e-02,3.3421822951490605e-04,8.0390223423778417e-01,2.8794883584224492e-04
44,0.1970230189061292,0.19702301890612897,0.8029769810938708,0.1,0.03255268652609616,2.2,3.6925966535311401e-06,1.3953546062381407e-06,1.3527898556068462e-02,4.6302730851265505e-05,3.8207347341948472e-01,9.5438360857863830e-05,3.0435597218495776e-05,9.9058969208715253e-01,7.6733659955482328e-02,9.9058969208715253e-01,6.6338685503802136e-04,3.8328708506938389e-04,3.0727430380660701e-05,4.7216851794582458e-03,7.4931324035359326e-01,1.3313294090057250e-02,1.2147553490161589e-08,1.3246793401863879e-04,3.3563684638966043e-02,2.6481519124809808e-06,2.0120045438711175e-02,4.4699114630657552e-02,5.5063291807697409e-05,1.9480848783751325e-03,3.6682018704982639e-02,6.5261072900567785e-04,4.0527507600849577e-05,1.6649949306223236e-07,2.7369559744271551e-05,2.1423972636773429e-02,6.1245251476782026e-01,4.8543337476141243e-02,1.1723093965674593e-03,5.0548003058636637e-01,9.9058969208715253e-01,6.1167633876329253e-01,3.3093405798023620e-03,8.1681651732892513e-01,3.7047059043890390e-06,3.6733360564126794e-02,5.0745008178849709e-04,5.7809630130210643e-01,9.7255150534384070e-03,9.9058969208715253e-01,9.9058969208715253e-01,7.1523462442750898e-06,1.8939649256948246e-01,8.0776032543556989e-02,1.4133303768918254e-03,1.8070521138195070e-03
45,0.160963848724618,0.1609638487246178,0.839036151275382,0.1,0.05298555989334249,2.56,3.7782368677572414e-01,5.9891675486632105e-06,3.0458832342902479e-02,4.4290868435826823e-02,8.4253687304892033e-01,2.6694919322380134e-02,2.5159000554485661e-05,8.8753666436892997e-01,1.8383740248681549e-01,3.8040252699084107e-02,1.7101412303836792e-03,1.2538379646536958e-05,1.7237026658006235e-01,9.9060316793382852e-01,3.2685873344758481e-01,2.4685890401903799e-03,9.9060316793382852e-01,5.9989958640235107e-03,4.3961171162027031e-02,3.5221903202712817e-05,2.5803515087865620e-02,1.6340328992971204e-03,1.7035633310767822e-04,4.5330324038506467e-02,1.1086579343999627e-03,3.0458832342902479e-02,3.4270624205085982e-02,6.0324235410745735e-03,2.2908542092359488e-01,1.1603856686067228e-04,1.0486718021337155e-02,3.1203212935894143e-05,5.3065899546625320e-04,9.3842713802757372e-01,1.0578967078648528e-04,2.9041088550193991e-02,3.2467653584496929e-02,6.3563926858666463e-06,2.4827965993000931e-04,1.6764079646863345e-02,3.2447707845339518e-03,5.1622839898966943e-01,2.5937844196727763e-07,3.0658049431534302e-05,1.6332877956592104e-07,3.3539778147184847e-02,8.0491164119602476e-01,6.2405807784091062e-03,5.9891675486632105e-06,3.1599836365244710e-01
46,0.20356761964771514,0.2035676196477145,0.7964323803522848,0.1,0.03242397458275432,2.22,1.5890966250651581e-01,9.8714016013344263e-01,3.3727172224053928e-06,9.0706359816981752e-01,9.9063709075245665e-01,1.4522972768907044e-05,4.2326008178849038e-05,3.7991429627483100e-02,9.9063709075245665e-01,9.8951037521992247e-01,9.9063709075245665e-01,9.4406272749731157e-01,4.4294988823991880e-03,1.6815955917190481e-01,2.3885477436659692e-07,1.2844226331155432e-09,4.1768827868412052e-05,7.0356491001176880e-04,1.0311666851591289e-03,1.7393896445862398e-02,1.3224187445245736e-03,8.6579430818327138e-05,1.0509458144736239e-03,9.0621012152951430e-02,1.1625679911995791e-06,1.1955248539624956e-01,2.6486291032034165e-01,1.9472242997345399e-05,2.9644715348388320e-02,6.9639906847776621e-04,3.6257978900582264e-03,1.0921114821393180e-03,3.0384026775838327e-05,7.9991829533935972e-03,4.1645888805152326e-02,1.1853526750045701e-02,4.4758994605136492e-06,3.0069442595274764e-03,7.6170442448398832e-06,9.0400121783480392e-02,6.4989357593147419e-04,8.1356796054248448e-01,9.9063709075245665e-01,9.8354120809749422e-06,1.5595194296231657e-03,6.9156033927316564e-03,2.0969807106308787e-04,1.6545871103955756e-01,3.4006019431220474e-01,3.3791817036971372e-03
47,0.1776881601041374,0.17768816010413727,0.8223118398958627,0.1,0.032552585432818075,2.4,7.4717653515675828e-06,9.9065177985051944e-01,8.9947713503189445e-05,5.9762294924689272e-05,5.2519270410766739e-05,4.7917244504684967e-09,2.2795150948210031e-07,9.9065177985051944e-01,2.4666069731655160e-05,1.3215106777313264e-06,6.9444049720884902e-06,1.3795423171326186e-05,9.9065177985051944e-01,1.0440362793986316e-02,6.2757985960616974e-07,2.6415939147040311e-04,3.8837976558122578e-01,5.2253585592754767e-02,9.0036071135128192e-03,1.0513048687461704e-03,9.9065177985051944e-01,7.4009838196308474e-03,3.6430510995131329e-07,5.3690134007090586e-02,1.0739297233069334e-05,1.0324231360577874e-03,7.8543880257703957e-06,1.0324231360577874e-03,3.7784052492642334e-01,2.1633381015986517e-05,4.9697336888841581e-01,9.7258087308187979e-05,2.2745313315899164e-02,1.5468953772137195e-01,2.5340021428699292e-02,6.1499954415805347e-01,2.8022133691447837e-01,9.9065177985051944e-01,4.0965416938679866e-01,9.9065177985051944e-01,1.3267541742873659e-03,9.6337234796968336e-05,9.6377327511743807e-04,8.3952381295989152e-05,2.6868383732053001e-06,2.9670044868273890e-02,8.3225550149981439e-04,2.1524474163344625e-05,7.0768466577132436e-05,2.1524474163344625e-05
48,0.17270953823894886,0.17270953823894852,0.8272904617610511,0.1,0.04311825585698462,2.4,1.7458860013386105e-04,5.8044923665650283e-01,3.4931913867942976e-04,2.6574371774133210e-01,4.5930263679086465e-06,4.3592213760484822e-03,9.9065728086866833e-01,6.6973979262959634e-03,1.8669741138417817e-01,2.9666518351650645e-03,2.6899230855817160e-05,3.6634615501071892e-03,9.6843961885842585e-04,2.0690884609738994e-04,5.1613484937238285e-01,1.4305931334453047e-05,1.3607885300410892e-06,5.4416312648152519e-03,6.3434304287533172e-06,3.0081605256371541e-01,4.3041068365352919e-05,2.0553937559549142e-04,2.3046712227301833e-01,2.5661472732916793e-04,7.1647693890804354e-01,1.4307236575634754e-02,9.9065728086866833e-01,9.1873348602589111e-04,1.3984909321774157e-04,5.9814760709601314e-07,9.9065728086866833e-01,6.0700049576610739e-05,1.7565755147605791e-01,9.9065728086866833e-01,3.1501333115261851e-05,1.0313420912466530e-01,2.9162097297757282e-02,1.3372937967276570e-05,3.5083209312183014e-03,1.9906944417025621e-06,4.1962455980076527e-04,1.8768155944383841e-01,2.5002428906575610e-02,2.2396721658807928e-07,9.4600816787425446e-01,4.5204089187072264e-04,1.6207880836915704e-02,3.4794615014564317e-01,6.6695305805949176e-06,1.5234534605547707e-05
49,0.17101789247003776,0.17101789247003768,0.8289821075299623,0.1,0.03938554075283809,2.58,8.7999147710071226e-07,3.3506120653672088e-03,2.7452585858037419e-04,8.7749385192910354e-02,7.5607685794355843e-05,3.2262676012387484e-05,6.0980753586202035e-05,1.7126152501652803e-07,2.4215994311843464e-05,1.5002585866551163e-04,2.2626790952305852e-08,1.1804471063729720e-05,6.3464011801172155e-05,6.6795491266795148e-05,5.9585541812396758e-01,2.1503148230654732e-04,1.8772483937813882e-02,6.3239908933540634e-01,6.6373332188148530e-03,1.1470012023647816e-05,1.0371571760918661e-05,1.6636906507551322e-06,5.7713991464497838e-01,4.4732849664918431e-05,9.9062604553504108e-01,1.3970597196519890e-02,4.9885583660555577e-01,9.9062604553504108e-01,9.8792556089244321e-01,9.9062604553504108e-01,2.5628810342788506e-05,3.8438863181682514e-01,2.9872337260630977e-01,3.1928049021182771e-02,1.3921209530807187e-05,3.1144879974304301e-02,5.6211407369444355e-01,2.9726014134465834e-01,2.0283420937901769e-01,7.1718278704712380e-09,3.5083077472884812e-02,1.0028535415068265e-03,1.0202558812433067e-01,3.9546036499326989e-05,1.6851568673763345e-02,6.9935498496600745e-02,9.1099182733835934e-03,1.0772931509831796e-01,3.4981183241132420e-03,1.6078303258611243e-03
50,0.24744054654192454,0.24744054654192418,0.7525594534580755,0.0,0.048498167018206764,2.12,1.0760002040971535e-02,1.0017471481613903e-04,9.0590059133147369e-02,9.9065574355461794e-01,1.4150531716597122e-03,1.9238348832757284e-06,4.5850643406400828e-04,9.9065574355461794e-01,1.1512128879215924e-03,1.3135354488448519e-03,2.4171511946916305e-02,2.0046239295157989e-02,1.5557584162758537e-02,9.4364116561068767e-01,1.8914067597358018e-03,4.6297535078865107e-05,3.3052532561978027e-03,7.3218516931745660e-06,3.6774679568197912e-03,9.9065574355461794e-01,2.3107530185392444e-03,4.0580335831703868e-01,6.1274268194534642e-01,2.9769433957624764e-01,2.8111893233346143e-02,9.9065574355461794e-01,3.8774712338839490e-01,8.1622118298842417e-01,2.1192307306409676e-02,8.0605011833283557e-01,5.1803785180491905e-05,1.6714294693056447e-02,9.9065574355461794e-01,3.7701220824874826e-01,3.1885759961131112e-02,7.7905639553580881e-08,4.7694600971982859e-05,5.2091988200516337e-05,5.8308142497321720e-05,9.0561253649631746e-02,3.0829309131792972e-03,7.9533001206701483e-04,9.4584157439538463e-01,5.2796408418840522e-06,6.3845543291785210e-03,2.7464510564588571e-04,4.5928870276446898e-01,9.7263694534111403e-06,1.8155115305867886e-05,9.9065574355461794e-01
