iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
20,0.8483787897434334,0.8483787897434337,0.1516212102565666,0.1,0.04487509486160213,0.2,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,6.0188857379532290e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.1997405227915209e-05,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,3.2306111909528721e-04,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,2.1243246777011729e-03,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,6.9808923444510462e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,9.9094176019759372e-01,1.7961825257908010e-01,4.9022793053163556e-04,1.0685856291073838e-05,9.9094176019759372e-01,9.9094176019759372e-01,3.0769096126197243e-01
21,0.7745757714977966,0.7745757714977981,0.22542422850220345,0.1,0.04685842750883223,0.36,9.9095158962591134e-01,5.7106107414526526e-06,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,3.1031104373143353e-01,9.9095158962591134e-01,9.9095158962591134e-01,3.8549597484448589e-01,3.8531792638913959e-06,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,2.4741372182378357e-05,9.9095158962591134e-01,9.9095158962591134e-01,1.1132830899727682e-05,9.9095158962591134e-01,9.9095158962591134e-01,4.0672797762105277e-05,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,1.6731714897382502e-03,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,7.8953005108079167e-07,1.6854836530928091e-02,4.0393606104919427e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9092307819055137e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.9095158962591134e-01,9.4412253395845425e-01,9.9095158962591134e-01,1.1277482413356989e-03,9.9095158962591134e-01
22,0.8446493977165608,0.8446493977165619,0.15535060228343922,0.1,0.027213666407314454,0.18,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,2.4926193513472576e-04,4.9528840699070706e-04,6.7136316444222954e-01,9.9095345535489110e-01,9.9095345535489110e-01,4.9528840699070706e-04,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,6.1713348476434771e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,1.2859900669351611e-07,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,3.1314503115750819e-01,4.7456002303940465e-04,9.9095345535489110e-01,2.2008542261542533e-05,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01,9.9095345535489110e-01
23,0.798689635182925,0.798689635182924,0.20131036481707498,0.1,0.03978494157265047,0.24,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,3.0437178093582979e-03,4.0770243176183282e-06,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,1.7497653815646791e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,6.9910770776825759e-01,9.9096584723700543e-01,9.9096584723700543e-01,1.3544505039801905e-05,9.9096584723700543e-01,9.9096584723700543e-01,3.1307074851936761e-01,9.9096584723700543e-01,1.1915055105207527e-05,2.5656111972186316e-04,9.9096584723700543e-01,1.5267938597848188e-06,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,9.9096584723700543e-01,4.7316276527259882e-06,9.6322648523891427e-02,9.9096584723700543e-01
24,0.828241922097029,0.82824192209703,0.17175807790297104,0.1,0.043214404635121224,0.26,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,5.2984266336074393e-03,9.9097264337925040e-01,9.9097264337925040e-01,9.9094385972179644e-01,9.9097264337925040e-01,1.6460866724901773e-06,4.5947548312292179e-06,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,3.7044782404365220e-02,9.9097264337925040e-01,9.9097264337925040e-01,4.0730988778253291e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,6.1801263572353460e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,1.7418314507426730e-01,9.9097264337925040e-01,8.8617246182596971e-07,9.9097264337925040e-01,9.0711922191478400e-01,9.9097264337925040e-01,3.2364599957335338e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,9.9097264337925040e-01,2.9157057059772767e-01,9.9097264337925040e-01
25,0.7872383556650905,0.7872383556650904,0.21276164433490952,0.1,0.058275068219745,0.34,9.9096966501898887e-01,9.9096966501898887e-01,3.8975966645135246e-05,2.4819538376962490e-04,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.0726546210446579e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,2.8768782096404116e-03,3.9341001398361786e-01,9.9096966501898887e-01,3.7483295735716221e-04,9.9096966501898887e-01,1.7824669693737982e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,3.6911142491572779e-01,7.7845764985090909e-05,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,1.7509182027490322e-01,9.9096966501898887e-01,1.3466392662685215e-07,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,6.6901934942050278e-01,9.9096966501898887e-01,9.9096966501898887e-01,2.7854696901906319e-04,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01,9.9096966501898887e-01
26,0.8475916000849658,0.8475916000849653,0.1524083999150342,0.1,0.05220060817961823,0.26,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,6.2631955403734009e-05,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,4.2426752327300289e-06,9.9097817544967015e-01,9.9097817544967015e-01,7.0236675348856926e-05,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,4.6369797367649852e-03,9.9097817544967015e-01,9.9097817544967015e-01,8.8947143187363937e-06,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,7.7859646539352378e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,3.8788772868914101e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,9.9097817544967015e-01,1.6505147441470535e-03,9.9097817544967015e-01,5.7655711622792416e-01,9.9097817544967015e-01
27,0.857328028764087,0.8573280287640863,0.14267197123591302,0.1,0.06924543428820305,0.2,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,3.2864780142415687e-07,6.5042502641519762e-01,9.9098125946571824e-01,3.3004254219529668e-05,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,1.8921336701541083e-01,9.9098125946571824e-01,1.8921336701541083e-01,8.1238794527495939e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,5.0460402882323901e-04,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,3.9438465085441615e-01,9.9098125946571824e-01,9.9098125946571824e-01,9.9098125946571824e-01,7.5066036593226697e-06,9.9098125946571824e-01
28,0.8324839573831904,0.8324839573831906,0.16751604261680964,0.1,0.03652372056719146,0.2,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,4.0258074218269035e-01,9.9098889490219966e-01,7.5730875800003003e-05,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,2.1338816160816490e-03,9.9098889490219966e-01,2.6566258793719388e-02,9.9098889490219966e-01,3.7698625144343967e-03,9.9098889490219966e-01,9.9098841311623875e-01,9.9098889490219966e-01,9.9098889490219966e-01,2.1685571727966119e-03,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,2.7248048968775463e-02,2.6566258793719388e-02,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,9.9098889490219966e-01,5.0254431903726704e-01
29,0.8084316845541594,0.8084316845541584,0.19156831544584063,0.1,0.060564624918430766,0.26,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,1.2142489252867664e-05,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.5623488418204979e-07,9.9100380239147245e-01,2.4981646085208478e-07,4.8621035288586584e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,1.2080296131227861e-04,9.9100380239147245e-01,9.9100380239147245e-01,1.4841797557865374e-01,9.9100380239147245e-01,5.5308579212471828e-06,9.9100380239147245e-01,8.0397527943085745e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,7.4347663101311323e-01,9.9100380239147245e-01,9.9097518463783540e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,9.9100380239147245e-01,5.2707065851202117e-01,9.9100380239147245e-01,2.7537198473786086e-02,9.9100380239147245e-01,2.6640576331514527e-02
30,0.7804394127509728,0.7804394127509728,0.21956058724902716,0.1,0.0547609204115738,0.3,1.9717789372929143e-01,9.9100800768346720e-01,4.8915615382994803e-06,4.8632981818626381e-03,9.9100800768346720e-01,9.9100800768346720e-01,9.9100766420852460e-01,8.0582446476085168e-01,9.9100800768346720e-01,2.9111478981728631e-03,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,8.0582446476085168e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,1.5791858951643452e-06,9.9100800768346720e-01,3.9033442356190068e-01,5.8987456510594727e-01,1.2132402070289294e-05,9.9100800768346720e-01,4.5981180933551291e-04,1.1375876630406027e-03,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,9.9100800768346720e-01,3.7104868922277795e-01,9.9100800768346720e-01,9.9100800768346720e-01,1.7620775457522664e-01,9.9100800768346720e-01,9.9100800768346720e-01
31,0.8704992564473304,0.8704992564473284,0.1295007435526696,0.1,0.02114222706274154,0.18,6.0970809371417619e-05,9.9100969988852028e-01,9.9100969988852028e-01,1.4240432542251781e-05,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,2.2294076856137790e-04,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,3.0356339859173826e-06,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,4.5901865000106242e-04,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.1072455005631248e-01,9.9100969988852028e-01,6.0970809371417619e-05,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01,9.9100969988852028e-01
32,0.6770356891067165,0.677035689106715,0.3229643108932835,0.1,0.05585266099392706,0.48,9.9101681041758338e-01,9.9101681041758338e-01,9.9635649868693798e-06,1.1407475024322285e-03,9.9101681041758338e-01,9.9101681041758338e-01,2.2154061134479300e-01,9.9101681041758338e-01,9.9101681041758338e-01,7.2241681201954400e-03,9.9101681041758338e-01,9.9101681041758338e-01,3.9807482126240928e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,6.1532665952560248e-05,9.9101681041758338e-01,6.6750719643592022e-03,1.7659785774319248e-01,9.9101681041758338e-01,9.9101681041758338e-01,1.7293074435473439e-05,1.3199766420150730e-07,6.5981329427892914e-05,2.6667270014258008e-02,9.9101681041758338e-01,9.9101681041758338e-01,6.1420288063669215e-01,2.0739146694269260e-02,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,5.0784598959133643e-04,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,9.9101681041758338e-01,3.6409148781518692e-02,1.3461249631725061e-03,6.2796592432380505e-01
33,0.8875439021999623,0.8875439021999648,0.11245609780003774,0.1,0.041332574784820275,0.2,9.9101142364550865e-01,3.8857751055611167e-05,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,8.0690529896300611e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,8.1429944753607109e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,8.1616025977813567e-01,9.9101142364550865e-01,9.9101142364550865e-01,2.8626201407758498e-04,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,9.9101142364550865e-01,3.1571544842189159e-01,3.3354284271268201e-06,9.9101142364550865e-01,1.3064069940853244e-03
34,0.8166021739772222,0.8166021739772211,0.18339782602277777,0.1,0.03463385063775114,0.3,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,1.5261189901426106e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,6.1940851276640441e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,3.9034341021231483e-05,4.4317889237565117e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,1.9758862164845748e-06,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,3.7143154526391042e-01,9.9101676398378757e-01,8.1611275177756470e-01,9.9101676398378757e-01,1.4993926715190181e-02,1.7780125096127824e-04,9.9101676398378757e-01,5.6781828214897862e-06,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,6.3061395527755348e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.3942998530136101e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,9.9101676398378757e-01,1.7448247330805455e-01
35,0.882119963420788,0.8821199634207878,0.11788003657921198,0.1,0.058197874945316454,0.22,9.9101870878603759e-01,9.9101870878603759e-01,5.5044976884826687e-02,9.9101870878603759e-01,9.9101896865921069e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,1.7293386330242702e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,1.6605379914679190e-02,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,3.1793403507649953e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,1.9167042407791601e-01,9.9101870878603759e-01,9.9101870878603759e-01,1.7819967461769654e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,8.0372625013448784e-01,7.4709753814412272e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01,9.9101870878603759e-01
36,0.7740730128210057,0.7740730128210055,0.2259269871789943,0.1,0.04119197298650972,0.24,9.9103416758569807e-01,9.9103416758569807e-01,7.1939819383355354e-07,9.9103416758569807e-01,9.9103416758569807e-01,4.5288508277207806e-06,2.6743295349243461e-02,9.9103416758569807e-01,3.8861971010327168e-01,4.0937849865219217e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,7.9577462999098836e-07,2.1201108752201357e-02,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,4.2807921418636783e-05,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,4.4731118789601395e-04,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,9.9103416758569807e-01,1.1703799875696027e-03,9.9103416758569807e-01,1.9674277160142997e-01,9.9103416758569807e-01,3.4521488396712452e-07,9.9103416758569807e-01
37,0.8121186676918555,0.8121186676918539,0.18788133230814452,0.1,0.03542815731186479,0.24,3.0402681225067459e-04,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,1.4436072381476672e-05,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,2.5239971521915397e-04,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,4.5369217151799664e-04,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,6.0972246826273347e-05,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,4.8433761155089363e-04,9.9103193331044659e-01,4.8742043853385891e-01,3.2788520119202430e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,3.6520153611057454e-02,5.0327393499949946e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,9.9103193331044659e-01,5.9901839251917688e-01,9.9103193331044659e-01,9.9103193331044659e-01
38,0.9002534504654178,0.9002534504654183,0.09974654953458217,0.1,0.042473155583745995,0.18,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,5.0326104084521384e-01,9.9102936300595634e-01,6.4474360760305079e-06,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.8901535735397128e-01,9.9102936300595634e-01,7.0162279689267082e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,1.0240875335580860e-02,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,9.9102936300595634e-01,3.8843427089485677e-01,2.3515692141917304e-04,9.9102936300595634e-01,9.9102936300595634e-01,7.9662333134094032e-01,9.9102936300595634e-01
39,0.845428763273675,0.845428763273674,0.154571236726325,0.1,0.05379152270960384,0.24,9.9103828446810205e-01,6.0054969470617992e-05,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,6.3390831442815887e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,1.8228749541865646e-07,9.9103828446810205e-01,9.9103828446810205e-01,2.7438416791604302e-04,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,1.7664547189072854e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.4137348990915568e-04,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,7.9873952567087803e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,6.3390831442815887e-01,9.9103828446810205e-01,2.2457722711147670e-03,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,9.9103828446810205e-01,5.7266689630676548e-01,9.9103828446810205e-01,8.0155477951717202e-01,9.9103828446810205e-01,9.9103828446810205e-01
40,0.8519727301466145,0.8519727301466148,0.14802726985338555,0.1,0.03952830400955256,0.26,9.9103587088087564e-01,8.0071294164709095e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,5.7141144137957534e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,8.1697247851959964e-01,9.9103587088087564e-01,9.9103587088087564e-01,8.4474402554204309e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103613707669003e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,2.4253390482277448e-04,5.7252824048719164e-06,9.9103587088087564e-01,2.1079608452282510e-03,9.1146407540544294e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01,9.4494853292229437e-06,9.9103587088087564e-01,9.9103587088087564e-01,2.4253390482277448e-04,3.2411086439629164e-04,9.9103587088087564e-01,9.9103587088087564e-01,9.9103587088087564e-01
