L,J,c,entropy,k,dt,g,n_pasts,n_futures,n_seeds,branch_weight_beta
6,1.5,12,0.37139507777230485,20,0.1,1.0,32,32,1,1.0
6,1.5,13,0.31851986479134564,20,0.1,1.0,32,32,1,1.0
6,1.5,14,0.3329009602075293,20,0.1,1.0,32,32,1,1.0
6,1.5,15,0.13344381713669914,20,0.1,1.0,32,32,1,1.0
6,1.5,16,0.2523237758450971,20,0.1,1.0,32,32,1,1.0
6,1.5,17,0.2535645668335218,20,0.1,1.0,32,32,1,1.0
6,1.5,18,0.18721571392847114,20,0.1,1.0,32,32,1,1.0
6,1.5,19,0.12306437214713414,20,0.1,1.0,32,32,1,1.0
6,1.5,20,0.11378653975693295,20,0.1,1.0,32,32,1,1.0
6,2.0,1,8.70200427694398e-05,20,0.1,1.0,32,32,1,1.0
6,2.0,2,0.03302853868245775,20,0.1,1.0,32,32,1,1.0
6,2.0,3,0.10531602178787061,20,0.1,1.0,32,32,1,1.0
6,2.0,4,0.12932223588512393,20,0.1,1.0,32,32,1,1.0
6,2.0,5,0.1266745745521443,20,0.1,1.0,32,32,1,1.0
6,2.0,6,0.2512241102925428,20,0.1,1.0,32,32,1,1.0
6,2.0,7,0.3595800305952017,20,0.1,1.0,32,32,1,1.0
6,2.0,8,0.3161772892881016,20,0.1,1.0,32,32,1,1.0
6,2.0,9,0.27807993367165657,20,0.1,1.0,32,32,1,1.0
6,2.0,10,0.4547899303840903,20,0.1,1.0,32,32,1,1.0
6,2.0,11,0.3834273893364261,20,0.1,1.0,32,32,1,1.0
6,2.0,12,0.4025917551065888,20,0.1,1.0,32,32,1,1.0
6,2.0,13,0.3799880855008247,20,0.1,1.0,32,32,1,1.0
6,2.0,14,0.5585148918637937,20,0.1,1.0,32,32,1,1.0
6,2.0,15,0.2368680446899519,20,0.1,1.0,32,32,1,1.0
6,2.0,16,0.3042832741173089,20,0.1,1.0,32,32,1,1.0
6,2.0,17,0.3338829983793461,20,0.1,1.0,32,32,1,1.0
6,2.0,18,0.2648628037731161,20,0.1,1.0,32,32,1,1.0
6,2.0,19,0.2188924820607192,20,0.1,1.0,32,32,1,1.0
6,2.0,20,0.15749024345421447,20,0.1,1.0,32,32,1,1.0
7,0.5,1,1.3170806920374868e-06,20,0.1,1.0,32,32,1,1.0
7,0.5,2,0.001009414795819336,20,0.1,1.0,32,32,1,1.0
7,0.5,3,0.0023377232082621544,20,0.1,1.0,32,32,1,1.0
7,0.5,4,0.002151718398586957,20,0.1,1.0,32,32,1,1.0
7,0.5,5,0.006196647489082695,20,0.1,1.0,32,32,1,1.0
7,0.5,6,0.005997500906917229,20,0.1,1.0,32,32,1,1.0
7,0.5,7,0.006632539273458953,20,0.1,1.0,32,32,1,1.0
7,0.5,8,0.009936896001346998,20,0.1,1.0,32,32,1,1.0
7,0.5,9,0.010654699361035358,20,0.1,1.0,32,32,1,1.0
7,0.5,10,0.01263892013452263,20,0.1,1.0,32,32,1,1.0
7,0.5,11,0.007378159285953598,20,0.1,1.0,32,32,1,1.0
7,0.5,12,0.01031202616962235,20,0.1,1.0,32,32,1,1.0
7,0.5,13,0.005968635282574559,20,0.1,1.0,32,32,1,1.0
7,0.5,14,0.005587992169214103,20,0.1,1.0,32,32,1,1.0
7,0.5,15,0.00236586873408774,20,0.1,1.0,32,32,1,1.0
7,0.5,16,0.005366729962050709,20,0.1,1.0,32,32,1,1.0
7,0.5,17,0.004957397519711058,20,0.1,1.0,32,32,1,1.0
7,0.5,18,0.004127787664687207,20,0.1,1.0,32,32,1,1.0
7,0.5,19,0.0034337503606610225,20,0.1,1.0,32,32,1,1.0
7,0.5,20,0.002164658413757759,20,0.1,1.0,32,32,1,1.0
7,1.0,1,1.0809589420968992e-05,20,0.1,1.0,32,32,1,1.0
7,1.0,2,0.008402791838733478,20,0.1,1.0,32,32,1,1.0
7,1.0,3,0.025399370916222276,20,0.1,1.0,32,32,1,1.0
7,1.0,4,0.02475033100693817,20,0.1,1.0,32,32,1,1.0
7,1.0,5,0.05196570727637845,20,0.1,1.0,32,32,1,1.0
7,1.0,6,0.04618861939627533,20,0.1,1.0,32,32,1,1.0
7,1.0,7,0.07321886721978715,20,0.1,1.0,32,32,1,1.0
7,1.0,8,0.07323882315904602,20,0.1,1.0,32,32,1,1.0
7,1.0,9,0.10408660908991353,20,0.1,1.0,32,32,1,1.0
7,1.0,10,0.12817698821499418,20,0.1,1.0,32,32,1,1.0
7,1.0,11,0.1166215094052163,20,0.1,1.0,32,32,1,1.0
7,1.0,12,0.09036250336555134,20,0.1,1.0,32,32,1,1.0
7,1.0,13,0.06948786121823747,20,0.1,1.0,32,32,1,1.0
7,1.0,14,0.07774484371097537,20,0.1,1.0,32,32,1,1.0
7,1.0,15,0.047675066561019816,20,0.1,1.0,32,32,1,1.0
7,1.0,16,0.09430913525554253,20,0.1,1.0,32,32,1,1.0
7,1.0,17,0.09058110591038498,20,0.1,1.0,32,32,1,1.0
7,1.0,18,0.06895630174569511,20,0.1,1.0,32,32,1,1.0
7,1.0,19,0.04153335834468691,20,0.1,1.0,32,32,1,1.0
7,1.0,20,0.028792138491844296,20,0.1,1.0,32,32,1,1.0
7,1.5,1,4.3772378398539696e-05,20,0.1,1.0,32,32,1,1.0
7,1.5,2,0.019584609647269074,20,0.1,1.0,32,32,1,1.0
7,1.5,3,0.07588605808660483,20,0.1,1.0,32,32,1,1.0
7,1.5,4,0.09098146274281377,20,0.1,1.0,32,32,1,1.0
7,1.5,5,0.1083175363145244,20,0.1,1.0,32,32,1,1.0
7,1.5,6,0.16460331989362142,20,0.1,1.0,32,32,1,1.0
7,1.5,7,0.28609340811207457,20,0.1,1.0,32,32,1,1.0
7,1.5,8,0.2520213929172445,20,0.1,1.0,32,32,1,1.0
7,1.5,9,0.2637751940156911,20,0.1,1.0,32,32,1,1.0
7,1.5,10,0.43776387495855,20,0.1,1.0,32,32,1,1.0
7,1.5,11,0.3568885253717799,20,0.1,1.0,32,32,1,1.0
7,1.5,12,0.372097285684428,20,0.1,1.0,32,32,1,1.0
7,1.5,13,0.3219653628714001,20,0.1,1.0,32,32,1,1.0
7,1.5,14,0.33496814387004215,20,0.1,1.0,32,32,1,1.0
7,1.5,15,0.1355008176674585,20,0.1,1.0,32,32,1,1.0
7,1.5,16,0.2555082519222948,20,0.1,1.0,32,32,1,1.0
7,1.5,17,0.2603418967388358,20,0.1,1.0,32,32,1,1.0
7,1.5,18,0.19474053393472615,20,0.1,1.0,32,32,1,1.0
7,1.5,19,0.128690194324219,20,0.1,1.0,32,32,1,1.0
7,1.5,20,0.11958175540158578,20,0.1,1.0,32,32,1,1.0
7,2.0,1,8.742763062591399e-05,20,0.1,1.0,32,32,1,1.0
7,2.0,2,0.0330250626285325,20,0.1,1.0,32,32,1,1.0
7,2.0,3,0.10563818028467696,20,0.1,1.0,32,32,1,1.0
7,2.0,4,0.1291334085270808,20,0.1,1.0,32,32,1,1.0
7,2.0,5,0.1260895838424338,20,0.1,1.0,32,32,1,1.0
7,2.0,6,0.25071240394097744,20,0.1,1.0,32,32,1,1.0
7,2.0,7,0.3596749966368963,20,0.1,1.0,32,32,1,1.0
7,2.0,8,0.314819361551338,20,0.1,1.0,32,32,1,1.0
7,2.0,9,0.27426264983524795,20,0.1,1.0,32,32,1,1.0
7,2.0,10,0.45458177586368437,20,0.1,1.0,32,32,1,1.0
7,2.0,11,0.3762402049733525,20,0.1,1.0,32,32,1,1.0
7,2.0,12,0.40047905548813834,20,0.1,1.0,32,32,1,1.0
7,2.0,13,0.37635806889814943,20,0.1,1.0,32,32,1,1.0
7,2.0,14,0.5509367488012703,20,0.1,1.0,32,32,1,1.0
7,2.0,15,0.23659084263355729,20,0.1,1.0,32,32,1,1.0
7,2.0,16,0.30449503018659574,20,0.1,1.0,32,32,1,1.0
7,2.0,17,0.3382606989394422,20,0.1,1.0,32,32,1,1.0
7,2.0,18,0.27099817288788564,20,0.1,1.0,32,32,1,1.0
7,2.0,19,0.21857951251139945,20,0.1,1.0,32,32,1,1.0
7,2.0,20,0.16065404425282262,20,0.1,1.0,32,32,1,1.0
8,0.5,1,1.3170748487447616e-06,20,0.1,1.0,32,32,1,1.0
8,0.5,2,0.0010094148661455931,20,0.1,1.0,32,32,1,1.0
8,0.5,3,0.0023377232545075985,20,0.1,1.0,32,32,1,1.0
8,0.5,4,0.0021517183896595793,20,0.1,1.0,32,32,1,1.0
8,0.5,5,0.006196647460665037,20,0.1,1.0,32,32,1,1.0
8,0.5,6,0.0059975008546359525,20,0.1,1.0,32,32,1,1.0
8,0.5,7,0.006632539160442821,20,0.1,1.0,32,32,1,1.0
8,0.5,8,0.009936896303592856,20,0.1,1.0,32,32,1,1.0
8,0.5,9,0.010654699356925371,20,0.1,1.0,32,32,1,1.0
8,0.5,10,0.012638919898260156,20,0.1,1.0,32,32,1,1.0
8,0.5,11,0.0073781593883395944,20,0.1,1.0,32,32,1,1.0
8,0.5,12,0.01031202584022094,20,0.1,1.0,32,32,1,1.0
8,0.5,13,0.0059686350390078385,20,0.1,1.0,32,32,1,1.0
8,0.5,14,0.005587991932133886,20,0.1,1.0,32,32,1,1.0
8,0.5,15,0.002365868628950952,20,0.1,1.0,32,32,1,1.0
8,0.5,16,0.005366730041332443,20,0.1,1.0,32,32,1,1.0
8,0.5,17,0.004957397684142793,20,0.1,1.0,32,32,1,1.0
8,0.5,18,0.004127787932787354,20,0.1,1.0,32,32,1,1.0
8,0.5,19,0.0034337503981294246,20,0.1,1.0,32,32,1,1.0
8,0.5,20,0.002164658448907282,20,0.1,1.0,32,32,1,1.0
8,1.0,1,1.0809595831485617e-05,20,0.1,1.0,32,32,1,1.0
8,1.0,2,0.008402777384278965,20,0.1,1.0,32,32,1,1.0
8,1.0,3,0.025399401730687422,20,0.1,1.0,32,32,1,1.0
8,1.0,4,0.024750238865564992,20,0.1,1.0,32,32,1,1.0
8,1.0,5,0.051965788575330525,20,0.1,1.0,32,32,1,1.0
8,1.0,6,0.04618857355270861,20,0.1,1.0,32,32,1,1.0
8,1.0,7,0.07321880031232454,20,0.1,1.0,32,32,1,1.0
8,1.0,8,0.07323868876542669,20,0.1,1.0,32,32,1,1.0
8,1.0,9,0.10408644449095211,20,0.1,1.0,32,32,1,1.0
8,1.0,10,0.12817717446801047,20,0.1,1.0,32,32,1,1.0
8,1.0,11,0.11662153117770144,20,0.1,1.0,32,32,1,1.0
8,1.0,12,0.09036254989994988,20,0.1,1.0,32,32,1,1.0
8,1.0,13,0.06948892299530902,20,0.1,1.0,32,32,1,1.0
8,1.0,14,0.07774609284495687,20,0.1,1.0,32,32,1,1.0
8,1.0,15,0.0476758531002336,20,0.1,1.0,32,32,1,1.0
8,1.0,16,0.09431079293228066,20,0.1,1.0,32,32,1,1.0
8,1.0,17,0.09058596024702771,20,0.1,1.0,32,32,1,1.0
8,1.0,18,0.0689621669396468,20,0.1,1.0,32,32,1,1.0
8,1.0,19,0.041537250817549484,20,0.1,1.0,32,32,1,1.0
8,1.0,20,0.028794361296327325,20,0.1,1.0,32,32,1,1.0
8,1.5,1,4.377189953735205e-05,20,0.1,1.0,32,32,1,1.0
8,1.5,2,0.019582975990429772,20,0.1,1.0,32,32,1,1.0
8,1.5,3,0.07588722092495581,20,0.1,1.0,32,32,1,1.0
8,1.5,4,0.0909642392475105,20,0.1,1.0,32,32,1,1.0
8,1.5,5,0.10831203924384562,20,0.1,1.0,32,32,1,1.0
8,1.5,6,0.1645900039402056,20,0.1,1.0,32,32,1,1.0
8,1.5,7,0.2860937648438053,20,0.1,1.0,32,32,1,1.0
8,1.5,8,0.2519810859618855,20,0.1,1.0,32,32,1,1.0
8,1.5,9,0.2637590737159472,20,0.1,1.0,32,32,1,1.0
8,1.5,10,0.4378112431883818,20,0.1,1.0,32,32,1,1.0
8,1.5,11,0.3568220562917822,20,0.1,1.0,32,32,1,1.0
8,1.5,12,0.3720893214395936,20,0.1,1.0,32,32,1,1.0
8,1.5,13,0.32206492920100355,20,0.1,1.0,32,32,1,1.0
8,1.5,14,0.33503658896886895,20,0.1,1.0,32,32,1,1.0
8,1.5,15,0.13558388459365173,20,0.1,1.0,32,32,1,1.0
8,1.5,16,0.25565222264555404,20,0.1,1.0,32,32,1,1.0
8,1.5,17,0.2606483336069967,20,0.1,1.0,32,32,1,1.0
8,1.5,18,0.1950966581903381,20,0.1,1.0,32,32,1,1.0
8,1.5,19,0.12903174220713048,20,0.1,1.0,32,32,1,1.0
8,1.5,20,0.11987037318330587,20,0.1,1.0,32,32,1,1.0
8,2.0,1,8.744173344008147e-05,20,0.1,1.0,32,32,1,1.0
8,2.0,2,0.033025415465343,20,0.1,1.0,32,32,1,1.0
8,2.0,3,0.10564899950090903,20,0.1,1.0,32,32,1,1.0
8,2.0,4,0.1290426869420055,20,0.1,1.0,32,32,1,1.0
8,2.0,5,0.12601733436119336,20,0.1,1.0,32,32,1,1.0
8,2.0,6,0.25063102787004715,20,0.1,1.0,32,32,1,1.0
8,2.0,7,0.35973795121920477,20,0.1,1.0,32,32,1,1.0
8,2.0,8,0.3145375684157217,20,0.1,1.0,32,32,1,1.0
8,2.0,9,0.2740704993968654,20,0.1,1.0,32,32,1,1.0
8,2.0,10,0.45472559929674383,20,0.1,1.0,32,32,1,1.0
8,2.0,11,0.37555334485270925,20,0.1,1.0,32,32,1,1.0
8,2.0,12,0.40038919270477286,20,0.1,1.0,32,32,1,1.0
8,2.0,13,0.3761725467336323,20,0.1,1.0,32,32,1,1.0
8,2.0,14,0.5504063324309629,20,0.1,1.0,32,32,1,1.0
8,2.0,15,0.236798023020129,20,0.1,1.0,32,32,1,1.0
8,2.0,16,0.30485426827887524,20,0.1,1.0,32,32,1,1.0
8,2.0,17,0.3387872514928448,20,0.1,1.0,32,32,1,1.0
8,2.0,18,0.27205575108688146,20,0.1,1.0,32,32,1,1.0
8,2.0,19,0.21954804508485748,20,0.1,1.0,32,32,1,1.0
8,2.0,20,0.16201176087583172,20,0.1,1.0,32,32,1,1.0
9,0.5,1,1.317074848744781e-06,20,0.1,1.0,32,32,1,1.0
9,0.5,2,0.0010094148656259834,20,0.1,1.0,32,32,1,1.0
9,0.5,3,0.0023377232545076024,20,0.1,1.0,32,32,1,1.0
9,0.5,4,0.0021517183896595815,20,0.1,1.0,32,32,1,1.0
9,0.5,5,0.006196647460665042,20,0.1,1.0,32,32,1,1.0
9,0.5,6,0.0059975008543449995,20,0.1,1.0,32,32,1,1.0
9,0.5,7,0.006632539160442811,20,0.1,1.0,32,32,1,1.0
9,0.5,8,0.009936896303592868,20,0.1,1.0,32,32,1,1.0
9,0.5,9,0.010654699356925423,20,0.1,1.0,32,32,1,1.0
9,0.5,10,0.012638919898260053,20,0.1,1.0,32,32,1,1.0
9,0.5,11,0.007378159426488841,20,0.1,1.0,32,32,1,1.0
9,0.5,12,0.0103120258402112,20,0.1,1.0,32,32,1,1.0
9,0.5,13,0.005968635039007824,20,0.1,1.0,32,32,1,1.0
9,0.5,14,0.00558799193213388,20,0.1,1.0,32,32,1,1.0
9,0.5,15,0.0023658686289509483,20,0.1,1.0,32,32,1,1.0
9,0.5,16,0.005366730070937251,20,0.1,1.0,32,32,1,1.0
9,0.5,17,0.004957397684154056,20,0.1,1.0,32,32,1,1.0
9,0.5,18,0.004127787932787554,20,0.1,1.0,32,32,1,1.0
9,0.5,19,0.003433750398130365,20,0.1,1.0,32,32,1,1.0
9,0.5,20,0.0021646584484699923,20,0.1,1.0,32,32,1,1.0
9,1.0,1,1.0809575294373369e-05,20,0.1,1.0,32,32,1,1.0
9,1.0,2,0.008402776636807904,20,0.1,1.0,32,32,1,1.0
9,1.0,3,0.025399401049295837,20,0.1,1.0,32,32,1,1.0
9,1.0,4,0.024750238705348548,20,0.1,1.0,32,32,1,1.0
9,1.0,5,0.051965787663833966,20,0.1,1.0,32,32,1,1.0
9,1.0,6,0.04618857168130394,20,0.1,1.0,32,32,1,1.0
9,1.0,7,0.07321879823845727,20,0.1,1.0,32,32,1,1.0
9,1.0,8,0.07323868791255309,20,0.1,1.0,32,32,1,1.0
9,1.0,9,0.10408644273878875,20,0.1,1.0,32,32,1,1.0
9,1.0,10,0.12817717619517335,20,0.1,1.0,32,32,1,1.0
9,1.0,11,0.11662152769569388,20,0.1,1.0,32,32,1,1.0
9,1.0,12,0.0903625503445903,20,0.1,1.0,32,32,1,1.0
9,1.0,13,0.06948892948606407,20,0.1,1.0,32,32,1,1.0
9,1.0,14,0.07774610023391675,20,0.1,1.0,32,32,1,1.0
9,1.0,15,0.047675858962607814,20,0.1,1.0,32,32,1,1.0
9,1.0,16,0.09431080413831067,20,0.1,1.0,32,32,1,1.0
9,1.0,17,0.09058600298899958,20,0.1,1.0,32,32,1,1.0
9,1.0,18,0.06896221805181654,20,0.1,1.0,32,32,1,1.0
9,1.0,19,0.04153728263477048,20,0.1,1.0,32,32,1,1.0
9,1.0,20,0.028794376205319227,20,0.1,1.0,32,32,1,1.0
9,1.5,1,4.377191701612649e-05,20,0.1,1.0,32,32,1,1.0
9,1.5,2,0.01958293963616305,20,0.1,1.0,32,32,1,1.0
9,1.5,3,0.07588729032499708,20,0.1,1.0,32,32,1,1.0
9,1.5,4,0.09096372289577154,20,0.1,1.0,32,32,1,1.0
9,1.5,5,0.10831192525509872,20,0.1,1.0,32,32,1,1.0
9,1.5,6,0.16458971010342843,20,0.1,1.0,32,32,1,1.0
9,1.5,7,0.28609384934455945,20,0.1,1.0,32,32,1,1.0
9,1.5,8,0.25197977715042513,20,0.1,1.0,32,32,1,1.0
9,1.5,9,0.263758956222631,20,0.1,1.0,32,32,1,1.0
9,1.5,10,0.43781220239549884,20,0.1,1.0,32,32,1,1.0
9,1.5,11,0.3568197802710605,20,0.1,1.0,32,32,1,1.0
9,1.5,12,0.37208855956384507,20,0.1,1.0,32,32,1,1.0
9,1.5,13,0.3220663669340383,20,0.1,1.0,32,32,1,1.0
9,1.5,14,0.3350378044181073,20,0.1,1.0,32,32,1,1.0
9,1.5,15,0.13558543005362844,20,0.1,1.0,32,32,1,1.0
9,1.5,16,0.25565521218981685,20,0.1,1.0,32,32,1,1.0
9,1.5,17,0.2606547901401692,20,0.1,1.0,32,32,1,1.0
9,1.5,18,0.19510466481585595,20,0.1,1.0,32,32,1,1.0
9,1.5,19,0.12904064470832963,20,0.1,1.0,32,32,1,1.0
9,1.5,20,0.11987720120049701,20,0.1,1.0,32,32,1,1.0
9,2.0,1,8.744181504057079e-05,20,0.1,1.0,32,32,1,1.0
9,2.0,2,0.03302542841430325,20,0.1,1.0,32,32,1,1.0
9,2.0,3,0.10564878632152933,20,0.1,1.0,32,32,1,1.0
9,2.0,4,0.1290361078951652,20,0.1,1.0,32,32,1,1.0
9,2.0,5,0.12601299026874388,20,0.1,1.0,32,32,1,1.0
9,2.0,6,0.25062709506034536,20,0.1,1.0,32,32,1,1.0
9,2.0,7,0.3597423774663883,20,0.1,1.0,32,32,1,1.0
9,2.0,8,0.3145172042563843,20,0.1,1.0,32,32,1,1.0
9,2.0,9,0.2740680107206873,20,0.1,1.0,32,32,1,1.0
9,2.0,10,0.4547332962121865,20,0.1,1.0,32,32,1,1.0
9,2.0,11,0.37551591970975623,20,0.1,1.0,32,32,1,1.0
9,2.0,12,0.4003872085129411,20,0.1,1.0,32,32,1,1.0
9,2.0,13,0.37617075704460073,20,0.1,1.0,32,32,1,1.0
9,2.0,14,0.5503925943119973,20,0.1,1.0,32,32,1,1.0
9,2.0,15,0.2368135001308885,20,0.1,1.0,32,32,1,1.0
9,2.0,16,0.30488111441604393,20,0.1,1.0,32,32,1,1.0
9,2.0,17,0.3388077228045754,20,0.1,1.0,32,32,1,1.0
9,2.0,18,0.2721226999012331,20,0.1,1.0,32,32,1,1.0
9,2.0,19,0.21963104513185536,20,0.1,1.0,32,32,1,1.0
9,2.0,20,0.16212793415109242,20,0.1,1.0,32,32,1,1.0
10,0.5,1,1.3170748487448038e-06,20,0.1,1.0,32,32,1,1.0
10,0.5,2,0.001009414865625985,20,0.1,1.0,32,32,1,1.0
10,0.5,3,0.0023377232545076054,20,0.1,1.0,32,32,1,1.0
10,0.5,4,0.0021517183896595797,20,0.1,1.0,32,32,1,1.0
10,0.5,5,0.006196647460665044,20,0.1,1.0,32,32,1,1.0
10,0.5,6,0.005997500854345026,20,0.1,1.0,32,32,1,1.0
10,0.5,7,0.006632539160442807,20,0.1,1.0,32,32,1,1.0
10,0.5,8,0.009936896303592867,20,0.1,1.0,32,32,1,1.0
10,0.5,9,0.01065469935692539,20,0.1,1.0,32,32,1,1.0
10,0.5,10,0.0126389198982601,20,0.1,1.0,32,32,1,1.0
10,0.5,11,0.0073781594264888456,20,0.1,1.0,32,32,1,1.0
10,0.5,12,0.010312025840211217,20,0.1,1.0,32,32,1,1.0
10,0.5,13,0.00596863503900783,20,0.1,1.0,32,32,1,1.0
10,0.5,14,0.005587991932133901,20,0.1,1.0,32,32,1,1.0
10,0.5,15,0.002365868628950957,20,0.1,1.0,32,32,1,1.0
10,0.5,16,0.005366730070937241,20,0.1,1.0,32,32,1,1.0
10,0.5,17,0.0049573976841540985,20,0.1,1.0,32,32,1,1.0
10,0.5,18,0.004127787932787558,20,0.1,1.0,32,32,1,1.0
10,0.5,19,0.0034337503981303748,20,0.1,1.0,32,32,1,1.0
10,0.5,20,0.0021646584484699967,20,0.1,1.0,32,32,1,1.0
10,1.0,1,1.0809563957821072e-05,20,0.1,1.0,32,32,1,1.0
10,1.0,2,0.00840277656307904,20,0.1,1.0,32,32,1,1.0
10,1.0,3,0.025399400887519182,20,0.1,1.0,32,32,1,1.0
10,1.0,4,0.024750238708298244,20,0.1,1.0,32,32,1,1.0
10,1.0,5,0.05196578731526882,20,0.1,1.0,32,32,1,1.0
10,1.0,6,0.046188571817720306,20,0.1,1.0,32,32,1,1.0
10,1.0,7,0.07321879831124675,20,0.1,1.0,32,32,1,1.0
10,1.0,8,0.07323868820849531,20,0.1,1.0,32,32,1,1.0
10,1.0,9,0.10408644299123522,20,0.1,1.0,32,32,1,1.0
10,1.0,10,0.12817717630941092,20,0.1,1.0,32,32,1,1.0
10,1.0,11,0.11662152794960184,20,0.1,1.0,32,32,1,1.0
10,1.0,12,0.09036255013404298,20,0.1,1.0,32,32,1,1.0
10,1.0,13,0.06948892938759624,20,0.1,1.0,32,32,1,1.0
10,1.0,14,0.07774610073339178,20,0.1,1.0,32,32,1,1.0
10,1.0,15,0.04767585891610839,20,0.1,1.0,32,32,1,1.0
10,1.0,16,0.09431080382408398,20,0.1,1.0,32,32,1,1.0
10,1.0,17,0.09058600299194244,20,0.1,1.0,32,32,1,1.0
10,1.0,18,0.06896221831944903,20,0.1,1.0,32,32,1,1.0
10,1.0,19,0.041537282887535325,20,0.1,1.0,32,32,1,1.0
10,1.0,20,0.028794376362369544,20,0.1,1.0,32,32,1,1.0
10,1.5,1,4.377191478639089e-05,20,0.1,1.0,32,32,1,1.0
10,1.5,2,0.019582936695718152,20,0.1,1.0,32,32,1,1.0
10,1.5,3,0.07588729347528604,20,0.1,1.0,32,32,1,1.0
10,1.5,4,0.09096371803641096,20,0.1,1.0,32,32,1,1.0
10,1.5,5,0.10831192481953802,20,0.1,1.0,32,32,1,1.0
10,1.5,6,0.16458970423142374,20,0.1,1.0,32,32,1,1.0
10,1.5,7,0.2860938529551596,20,0.1,1.0,32,32,1,1.0
10,1.5,8,0.25197975915922816,20,0.1,1.0,32,32,1,1.0
10,1.5,9,0.2637589551904301,20,0.1,1.0,32,32,1,1.0
10,1.5,10,0.43781221298324,20,0.1,1.0,32,32,1,1.0
10,1.5,11,0.3568197450420024,20,0.1,1.0,32,32,1,1.0
10,1.5,12,0.3720885397203357,20,0.1,1.0,32,32,1,1.0
10,1.5,13,0.32206637447287423,20,0.1,1.0,32,32,1,1.0
10,1.5,14,0.3350378188982191,20,0.1,1.0,32,32,1,1.0
10,1.5,15,0.13558544633511288,20,0.1,1.0,32,32,1,1.0
10,1.5,16,0.2556552468225891,20,0.1,1.0,32,32,1,1.0
10,1.5,17,0.26065486256591236,20,0.1,1.0,32,32,1,1.0
10,1.5,18,0.19510476274443558,20,0.1,1.0,32,32,1,1.0
10,1.5,19,0.12904076567275985,20,0.1,1.0,32,32,1,1.0
10,1.5,20,0.11987728975224561,20,0.1,1.0,32,32,1,1.0
10,2.0,1,8.74418417059106e-05,20,0.1,1.0,32,32,1,1.0
10,2.0,2,0.03302542476112786,20,0.1,1.0,32,32,1,1.0
10,2.0,3,0.10564876372091764,20,0.1,1.0,32,32,1,1.0
10,2.0,4,0.12903590068337892,20,0.1,1.0,32,32,1,1.0
10,2.0,5,0.1260128541962071,20,0.1,1.0,32,32,1,1.0
10,2.0,6,0.2506270152562834,20,0.1,1.0,32,32,1,1.0
10,2.0,7,0.35974252294671394,20,0.1,1.0,32,32,1,1.0
10,2.0,8,0.3145165073634944,20,0.1,1.0,32,32,1,1.0
10,2.0,9,0.2740680950177397,20,0.1,1.0,32,32,1,1.0
10,2.0,10,0.4547334406862831,20,0.1,1.0,32,32,1,1.0
10,2.0,11,0.37551477313048137,20,0.1,1.0,32,32,1,1.0
10,2.0,12,0.40038714333328934,20,0.1,1.0,32,32,1,1.0
10,2.0,13,0.37617084861935773,20,0.1,1.0,32,32,1,1.0
10,2.0,14,0.5503925861158853,20,0.1,1.0,32,32,1,1.0
10,2.0,15,0.23681398449655192,20,0.1,1.0,32,32,1,1.0
10,2.0,16,0.3048818839245034,20,0.1,1.0,32,32,1,1.0
10,2.0,17,0.33880807604359703,20,0.1,1.0,32,32,1,1.0
10,2.0,18,0.2721246945171408,20,0.1,1.0,32,32,1,1.0
10,2.0,19,0.21963379526870852,20,0.1,1.0,32,32,1,1.0
10,2.0,20,0.16213224549240357,20,0.1,1.0,32,32,1,1.0
