run_kind,build_method,total_time,J,cut,k,L,dt,object_type,valid,entropy,effective_rank,p1,numerical_rank,ipr,r_90,r_99,r_999,chi_1e-2,chi_1e-3,chi_1e-4,n_singular_values
timestep,direct_mpo,0.4,6.0,3,3,6,0.1,process_tensor,False,0.005127065167738271,1.0051402310575301,0.9993900252464746,4,1.0012206939273076,1,1,1,14,14,12,16
timestep,direct_mpo,0.4,6.0,3,3,6,0.1,response_centered,False,0.09693840666669086,1.1017925084578002,0.9802877487499879,12,1.0402011043593555,1,2,2,10,9,8,12
timestep,direct_mpo,0.4,6.0,3,3,6,0.1,response_uncentered,False,0.07550011999436272,1.0784233571227673,0.9855699247643176,12,1.0292764643518744,1,2,2,10,9,8,12
timestep,direct_mpo,0.2,6.0,1,3,6,0.05,process_tensor,True,4.132503893108882e-07,1.0000004132504747,0.9999999783128475,4,1.0000000433743061,1,1,1,3,3,2,4
timestep,direct_mpo,0.2,6.0,1,3,6,0.05,response_centered,True,4.651003618188534e-06,1.000004651014434,0.9999997131203163,3,1.0000005737595374,1,1,1,3,3,2,4
timestep,direct_mpo,0.2,6.0,1,3,6,0.05,response_uncentered,True,1.2634661583553484e-06,1.0000012634669566,0.9999999282065725,4,1.0000001435868657,1,1,1,3,3,2,4
timestep,direct_mpo,0.2,6.0,2,3,6,0.05,process_tensor,True,0.00035642049878800366,1.000356484024121,0.9999692601866538,7,1.0000614816057396,1,1,1,63,61,60,64
timestep,direct_mpo,0.2,6.0,2,3,6,0.05,response_centered,True,0.0018279527571247605,1.0018296244812217,0.9998097274184936,63,1.0003806180402943,1,1,1,62,61,60,64
timestep,direct_mpo,0.2,6.0,2,3,6,0.05,response_uncentered,True,0.0008845946838953571,1.0008849860531652,0.9999150512667521,64,1.0001699119916736,1,1,1,63,62,60,64
timestep,direct_mpo,0.2,6.0,3,3,6,0.05,process_tensor,True,0.0006935975210200762,1.0006938381154027,0.9999348011118421,4,1.000130406278204,1,1,1,15,14,14,16
timestep,direct_mpo,0.2,6.0,3,3,6,0.05,response_centered,True,0.0018669824186808175,1.0018687263154626,0.999804275707711,12,1.0003915252013729,1,1,1,10,10,10,12
timestep,direct_mpo,0.2,6.0,3,3,6,0.05,response_uncentered,True,0.0011756650939154308,1.0011763564590332,0.9998830644755714,12,1.0002338983969714,1,1,1,10,10,10,12
timestep,direct_mpo,0.1,6.0,1,3,6,0.025,process_tensor,True,1.2731732017413577e-09,1.0000000012731731,0.9999999999487196,4,1.0000000001025608,1,1,1,3,3,3,4
timestep,direct_mpo,0.1,6.0,1,3,6,0.025,response_centered,True,3.35463191858289e-09,1.000000003354632,0.9999999998590005,3,1.000000000281999,1,1,1,3,3,3,4
timestep,direct_mpo,0.1,6.0,1,3,6,0.025,response_uncentered,True,8.886588740062893e-10,1.000000000888659,0.9999999999647032,4,1.0000000000705935,1,1,1,3,3,3,4
timestep,direct_mpo,0.1,6.0,2,3,6,0.025,process_tensor,True,5.665966626955577e-06,1.0000056659826786,0.9999996437142992,6,1.0000007125716581,1,1,1,63,63,62,64
timestep,direct_mpo,0.1,6.0,2,3,6,0.025,response_centered,True,7.459197478439513e-06,1.0000074592252983,0.9999995219154958,63,1.0000009561694694,1,1,1,63,63,62,64
timestep,direct_mpo,0.1,6.0,2,3,6,0.025,response_uncentered,True,3.448263699906117e-06,1.0000034482696452,0.9999997900621312,64,1.0000004198758263,1,1,1,63,63,62,64
timestep,direct_mpo,0.1,6.0,3,3,6,0.025,process_tensor,True,1.2852425882595647e-05,1.0000128525084753,0.9999991413337308,5,1.000001717334013,1,1,1,15,15,14,16
timestep,direct_mpo,0.1,6.0,3,3,6,0.025,response_centered,True,1.4602406008115954e-05,1.0000146025126238,0.9999990154177442,12,1.0000019691664503,1,1,1,11,11,10,12
timestep,direct_mpo,0.1,6.0,3,3,6,0.025,response_uncentered,True,8.814570904213751e-06,1.0000088146097525,0.9999994265695838,12,1.00000114686149,1,1,1,11,11,10,12
finite_env,direct_mpo,0.4,3.0,1,3,6,0.1,process_tensor,True,2.0261998505459628e-05,1.000020262203781,0.9999986410582725,4,1.0000027178875874,1,1,1,3,2,1,4
finite_env,direct_mpo,0.4,3.0,1,3,6,0.1,response_centered,True,0.0001253247142687906,1.0001253325677388,0.9999901519278083,3,1.0000196963475112,1,1,1,3,2,1,4
finite_env,direct_mpo,0.4,3.0,1,3,6,0.1,response_uncentered,True,3.4898613549858255e-05,1.0000348992225137,0.9999975272639197,4,1.0000049454849864,1,1,1,3,2,1,4
finite_env,direct_mpo,0.4,3.0,2,3,6,0.1,process_tensor,True,0.004252985800329934,1.0042620425793378,0.9995187698567087,12,1.000962944521692,1,1,1,62,61,60,64
finite_env,direct_mpo,0.4,3.0,2,3,6,0.1,response_centered,True,0.015023654940623781,1.0151370773389976,0.9979207879654081,63,1.004167143736626,1,1,2,62,61,59,64
finite_env,direct_mpo,0.4,3.0,2,3,6,0.1,response_uncentered,True,0.007435134741168836,1.0074628439868993,0.9990748668974938,64,1.0018519925442129,1,1,1,62,61,59,64
finite_env,direct_mpo,0.4,3.0,3,3,6,0.1,process_tensor,False,0.007879155143237566,1.0079102773713802,0.9990041382908178,4,1.0019937069829903,1,1,1,14,14,13,16
finite_env,direct_mpo,0.4,3.0,3,3,6,0.1,response_centered,False,0.017588931748109292,1.017744527926281,0.997481266297987,12,1.005050155858113,1,1,2,10,10,9,12
finite_env,direct_mpo,0.4,3.0,3,3,6,0.1,response_uncentered,False,0.011284875407425872,1.011348789809664,0.9984951048606291,12,1.0030143198789445,1,1,2,10,10,9,12
finite_env,direct_mpo,0.5,3.0,1,4,6,0.1,process_tensor,False,2.9384069590940996e-05,1.0000293845013069,0.9999979920225448,4,1.000004015964316,1,1,1,3,2,1,4
finite_env,direct_mpo,0.5,3.0,1,4,6,0.1,response_centered,False,0.00015640581412187493,1.0001564180461489,0.9999875858341039,3,1.0000248286652356,1,1,1,3,1,1,4
finite_env,direct_mpo,0.5,3.0,1,4,6,0.1,response_uncentered,False,4.3604492560692345e-05,1.0000436054432504,0.9999968832277968,4,1.0000062335654831,1,1,1,3,2,1,4
finite_env,direct_mpo,0.5,3.0,2,4,6,0.1,process_tensor,False,0.006229084103508376,1.0062485251936586,0.9992760921966963,27,1.0014489712589174,1,1,1,62,60,60,64
finite_env,direct_mpo,0.5,3.0,2,4,6,0.1,response_centered,False,0.023927432149509677,1.024215990040913,0.9964610216563606,63,1.0071035714780727,1,1,2,62,59,57,64
finite_env,direct_mpo,0.5,3.0,2,4,6,0.1,response_uncentered,False,0.011875158379057602,1.0119459480074877,0.9984342147639396,64,1.0031365893898225,1,1,2,62,60,57,64
finite_env,direct_mpo,0.5,3.0,3,4,6,0.1,process_tensor,False,0.013522604733836034,1.0136144486760674,0.9981977569600679,22,1.0036112491574662,1,1,2,254,252,252,256
finite_env,direct_mpo,0.5,3.0,3,4,6,0.1,response_centered,False,0.0357112365292708,1.0363565413670122,0.9942554872725748,192,1.0115556318299288,1,1,2,190,187,186,192
finite_env,direct_mpo,0.5,3.0,3,4,6,0.1,response_uncentered,False,0.022862237814646268,1.0231255818220752,0.9966121154752542,192,1.0067989451685464,1,1,2,190,187,186,192
finite_env,direct_mpo,0.4,3.0,1,3,8,0.1,process_tensor,True,2.0261998505454383e-05,1.000020262203781,0.9999986410582725,4,1.0000027178875874,1,1,1,3,2,1,4
finite_env,direct_mpo,0.4,3.0,1,3,8,0.1,response_centered,True,0.0001253247142687906,1.0001253325677388,0.9999901519278083,3,1.0000196963475112,1,1,1,3,2,1,4
finite_env,direct_mpo,0.4,3.0,1,3,8,0.1,response_uncentered,True,3.4898613549858255e-05,1.0000348992225137,0.9999975272639197,4,1.0000049454849864,1,1,1,3,2,1,4
finite_env,direct_mpo,0.4,3.0,2,3,8,0.1,process_tensor,True,0.004252985800334093,1.004262042579342,0.9995187698567081,12,1.0009629445216934,1,1,1,62,61,60,64
finite_env,direct_mpo,0.4,3.0,2,3,8,0.1,response_centered,True,0.015023654940623781,1.0151370773389976,0.9979207879654081,63,1.004167143736626,1,1,2,62,61,59,64
finite_env,direct_mpo,0.4,3.0,2,3,8,0.1,response_uncentered,True,0.007435134741168836,1.0074628439868993,0.9990748668974938,64,1.0018519925442129,1,1,1,62,61,59,64
finite_env,direct_mpo,0.4,3.0,3,3,8,0.1,process_tensor,False,0.007879155143280544,1.0079102773714235,0.9990041382908116,4,1.0019937069830027,1,1,1,14,14,13,16
finite_env,direct_mpo,0.4,3.0,3,3,8,0.1,response_centered,False,0.017588931748109292,1.017744527926281,0.997481266297987,12,1.005050155858113,1,1,2,10,10,9,12
finite_env,direct_mpo,0.4,3.0,3,3,8,0.1,response_uncentered,False,0.011284875407425872,1.011348789809664,0.9984951048606291,12,1.0030143198789445,1,1,2,10,10,9,12
finite_env,direct_mpo,0.5,3.0,1,4,8,0.1,process_tensor,False,2.9384069591069647e-05,1.000029384501307,0.9999979920225448,4,1.000004015964316,1,1,1,3,2,1,4
finite_env,direct_mpo,0.5,3.0,1,4,8,0.1,response_centered,False,0.00015640581377977816,1.0001564180458067,0.9999875858341305,3,1.0000248286651823,1,1,1,3,1,1,4
finite_env,direct_mpo,0.5,3.0,1,4,8,0.1,response_uncentered,False,4.360449246809276e-05,1.0000436054431578,0.9999968832278033,4,1.00000623356547,1,1,1,3,2,1,4
finite_env,direct_mpo,0.5,3.0,2,4,8,0.1,process_tensor,False,0.006229084103684936,1.0062485251938362,0.9992760921966739,27,1.0014489712589625,1,1,1,62,60,60,64
finite_env,direct_mpo,0.5,3.0,2,4,8,0.1,response_centered,False,0.023927432159543762,1.02421599005119,0.9964610216546849,63,1.0071035714814491,1,1,2,62,59,57,64
finite_env,direct_mpo,0.5,3.0,2,4,8,0.1,response_uncentered,False,0.011875158383963375,1.0119459480124522,0.9984342147632146,64,1.0031365893912774,1,1,2,62,60,57,64
finite_env,direct_mpo,0.5,3.0,3,4,8,0.1,process_tensor,False,0.013522604735695425,1.0136144486779521,0.9981977569598075,22,1.0036112491579892,1,1,2,254,252,252,256
finite_env,direct_mpo,0.5,3.0,3,4,8,0.1,response_centered,False,0.03571123653494322,1.036356541372891,0.9942554872714936,192,1.0115556318321166,1,1,2,190,187,186,192
finite_env,direct_mpo,0.5,3.0,3,4,8,0.1,response_uncentered,False,0.02286223781832883,1.023125581825843,0.996612115474613,192,1.0067989451698376,1,1,2,190,187,186,192
finite_env,direct_mpo,0.4,6.0,1,3,6,0.1,process_tensor,True,5.277176602231492e-05,1.0000527731584765,0.9999962798197642,4,1.0000074403949017,1,1,1,3,1,1,4
finite_env,direct_mpo,0.4,6.0,1,3,6,0.1,response_centered,True,0.0031842223315896897,1.0031892973527539,0.9996644893175866,3,1.0006712816543177,1,1,1,2,1,1,4
finite_env,direct_mpo,0.4,6.0,1,3,6,0.1,response_uncentered,True,0.0009252074215025691,1.000925635557917,0.9999150098730525,4,1.0001699970078026,1,1,1,3,1,4,4
finite_env,direct_mpo,0.4,6.0,2,3,6,0.1,process_tensor,True,0.004176977608115521,1.0041857133378325,0.9995590011619288,12,1.000882473628884,1,1,1,61,60,60,64
finite_env,direct_mpo,0.4,6.0,2,3,6,0.1,response_centered,True,0.24657916650535688,1.279640483872962,0.9381281884042633,63,1.1318437104357753,1,2,3,59,57,55,64
finite_env,direct_mpo,0.4,6.0,2,3,6,0.1,response_uncentered,True,0.14959710581456015,1.1613662407514114,0.9677977112208558,64,1.0665915390212413,1,2,3,60,58,56,64
finite_env,direct_mpo,0.4,6.0,3,3,6,0.1,process_tensor,False,0.005127065167738271,1.0051402310575301,0.9993900252464746,4,1.0012206939273076,1,1,1,14,14,12,16
finite_env,direct_mpo,0.4,6.0,3,3,6,0.1,response_centered,False,0.09693840666669086,1.1017925084578002,0.9802877487499879,12,1.0402011043593555,1,2,2,10,9,8,12
finite_env,direct_mpo,0.4,6.0,3,3,6,0.1,response_uncentered,False,0.07550011999436272,1.0784233571227673,0.9855699247643176,12,1.0292764643518744,1,2,2,10,9,8,12
finite_env,direct_mpo,0.5,6.0,1,4,6,0.1,process_tensor,False,7.336954058474089e-05,1.0000733722321953,0.9999946980108788,4,1.00001060404839,1,1,1,3,1,1,4
finite_env,direct_mpo,0.5,6.0,1,4,6,0.1,response_centered,False,0.0038374759169810565,1.0038448484553173,0.9995952754597586,3,1.000809854884518,1,1,1,1,1,1,4
finite_env,direct_mpo,0.5,6.0,1,4,6,0.1,response_uncentered,False,0.0011255802033986156,1.0011262139065347,0.9998965096699334,4,1.0002070072659694,1,1,1,2,1,4,4
finite_env,direct_mpo,0.5,6.0,2,4,6,0.1,process_tensor,False,0.006637308276093644,1.0066593840208176,0.9992665674129161,28,1.0014682228732183,1,1,1,61,60,60,64
finite_env,direct_mpo,0.5,6.0,2,4,6,0.1,response_centered,False,0.2844524959934133,1.3290341773520584,0.9336685476679232,63,1.1431731821299786,1,3,5,56,51,43,64
finite_env,direct_mpo,0.5,6.0,2,4,6,0.1,response_uncentered,False,0.1688186227077508,1.1839053858957238,0.9659797616699782,64,1.07075182106328,1,2,4,57,52,44,64
finite_env,direct_mpo,0.5,6.0,3,4,6,0.1,process_tensor,False,0.009646115062322248,1.0096927887828666,0.9988684065204297,24,1.0022662972766536,1,1,2,253,252,252,256
finite_env,direct_mpo,0.5,6.0,3,4,6,0.1,response_centered,False,0.2878748977478643,1.3335904585174343,0.9292244247451927,192,1.1529314363132848,1,2,4,186,183,178,192
finite_env,direct_mpo,0.5,6.0,3,4,6,0.1,response_uncentered,False,0.2162885076636387,1.2414604982059572,0.9511249567779846,192,1.1031082247117399,1,2,3,186,183,179,192
finite_env,direct_mpo,0.4,6.0,1,3,8,0.1,process_tensor,True,5.277176602366743e-05,1.0000527731584778,0.9999962798197641,4,1.000007440394902,1,1,1,3,1,1,4
finite_env,direct_mpo,0.4,6.0,1,3,8,0.1,response_centered,True,0.003184222325097354,1.0031892973462406,0.9996644893184062,3,1.0006712816526773,1,1,1,2,1,1,4
finite_env,direct_mpo,0.4,6.0,1,3,8,0.1,response_uncentered,True,0.0009252074199593186,1.0009256355563725,0.9999150098732345,4,1.0001699970074387,1,1,1,3,1,4,4
finite_env,direct_mpo,0.4,6.0,2,3,8,0.1,process_tensor,True,0.004176977611036528,1.0041857133407657,0.9995590011615735,12,1.0008824736295951,1,1,1,61,60,60,64
finite_env,direct_mpo,0.4,6.0,2,3,8,0.1,response_centered,True,0.24657916688305928,1.2796404843562852,0.9381281882629823,63,1.1318437107536927,1,2,3,59,57,55,64
finite_env,direct_mpo,0.4,6.0,2,3,8,0.1,response_uncentered,True,0.14959710605005705,1.1613662410249095,0.9677977111509235,64,1.0665915391702758,1,2,3,60,58,56,64
finite_env,direct_mpo,0.4,6.0,3,3,8,0.1,process_tensor,False,0.005127065204394607,1.005140231094375,0.9993900252415295,4,1.00122069393721,1,1,1,14,14,12,16
finite_env,direct_mpo,0.4,6.0,3,3,8,0.1,response_centered,False,0.09693840675881057,1.101792508559297,0.9802877487261032,12,1.0402011044089994,1,2,2,10,9,8,12
finite_env,direct_mpo,0.4,6.0,3,3,8,0.1,response_uncentered,False,0.07550012004939953,1.0784233571821202,0.985569924751081,12,1.0292764643791081,1,2,2,10,9,8,12
finite_env,direct_mpo,0.5,6.0,1,4,8,0.1,process_tensor,False,7.336954042995481e-05,1.0000733722320405,0.9999946980108909,4,1.0000106040483658,1,1,1,3,1,1,4
finite_env,direct_mpo,0.5,6.0,1,4,8,0.1,response_centered,False,0.003837475900325231,1.0038448484385973,0.9995952754618062,3,1.000809854880419,1,1,1,1,1,1,4
finite_env,direct_mpo,0.5,6.0,1,4,8,0.1,response_uncentered,False,0.001125580199482732,1.0011262139026145,0.9998965096703473,4,1.0002070072651414,1,1,1,2,1,4,4
finite_env,direct_mpo,0.5,6.0,2,4,8,0.1,process_tensor,False,0.006637308218039214,1.0066593839623765,0.9992665674199387,28,1.0014682228591463,1,1,1,61,60,60,64
finite_env,direct_mpo,0.5,6.0,2,4,8,0.1,response_centered,False,0.28445249723441646,1.329034179001394,0.9336685473854008,63,1.1431731828049891,1,3,5,56,51,43,64
finite_env,direct_mpo,0.5,6.0,2,4,8,0.1,response_uncentered,False,0.1688186236134134,1.1839053869679426,0.9659797614803465,64,1.0707518214771665,1,2,4,57,52,44,64
finite_env,direct_mpo,0.5,6.0,3,4,8,0.1,process_tensor,False,0.009646115589555422,1.0096927893152101,0.9988684064491737,24,1.0022662974195522,1,1,2,253,252,252,256
finite_env,direct_mpo,0.5,6.0,3,4,8,0.1,response_centered,False,0.2878749051412229,1.333590468377147,0.9292244221673938,192,1.1529314422815258,1,2,4,186,183,178,192
finite_env,direct_mpo,0.5,6.0,3,4,8,0.1,response_uncentered,False,0.21628851339615845,1.241460505322654,0.9511249550303614,192,1.1031082285858387,1,2,3,186,183,179,192
